88918961,2576,3,20171120
678754,2576,3,20171117
52068941,2576,4,20171113
67160549,2576,5,20171101
59049072,2576,5,20171026
32965379,2576,4,20171024
49201271,2576,4,20171023
785872,2576,2,20171021
52760372,2576,5,20171021
89520277,2576,5,20171010
94200527,2576,5,20171007
80415605,2576,5,20170929
598544,2576,5,20170921
94224739,2576,4,20170920
93001497,2576,5,20170919
94284849,2576,5,20170916
42111096,2576,5,20170914
17520849,2576,4,20170904
19667831,2576,4,20170901
45528241,2576,4,20170901
5554282,2576,5,20170831
5088250,2576,3,20170829
58922530,2576,5,20170814
38637422,2576,3,20170813
88246767,2576,5,20170811
30432177,2576,3,20170731
47629131,2576,4,20170728
94042439,2576,4,20170714
66907700,2576,2,20170713
44097320,2576,4,20170712
19179087,2576,5,20170707
82313753,2576,5,20170703
47771356,2576,4,20170702
54501863,2576,5,20170629
93090102,2576,3,20170627
71925073,2576,3,20170622
5563759,2576,5,20170621
47347817,2576,5,20170620
47862518,2576,4,20170617
38756654,2576,5,20170612
91751903,2576,5,20170604
79595128,2576,5,20170602
93410497,2576,5,20170515
45941987,2576,4,20170512
74985313,2576,5,20170424
17078397,2576,5,20170419
46831968,2576,5,20170409
93443640,2576,5,20170408
66949757,2576,4,20170328
60872790,2576,4,20170326
93148146,2576,4,20170316
38227370,2576,5,20170309
14204,2576,5,20170208
78065230,2576,4,20170205
19182490,2576,5,20170125
30297537,2576,5,20170121
77019514,2576,5,20170112
52140078,2576,4,20170110
83022876,2576,4,20170108
77864331,2576,4,20170101
92105898,2576,4,20161231
41435200,2576,4,20161231
67920205,2576,4,20161231
5579752,2576,4,20161230
32614065,2576,4,20161228
10276373,2576,4,20161226
58718512,2576,4,20161224
66536524,2576,4,20161221
43186987,2576,5,20161219
62840535,2576,5,20161218
54406428,2576,5,20160517
58804771,2576,3,20171125
30869831,2576,4,20171124
81837602,2576,4,20171123
236014,2576,5,20171120
30425306,2576,5,20171115
66032106,2576,4,20171114
30611621,2576,5,20171113
19301816,2576,4,20171110
90132421,2576,5,20171109
17321047,2576,3,20171108
42918015,2576,3,20171106
72783106,2576,5,20171103
85160110,2576,5,20171031
48590542,2576,5,20171031
38518799,2576,4,20171030
94270520,2576,4,20171029
61349703,2576,5,20171026
44058378,2576,5,20171026
78023187,2576,4,20171025
80655906,2576,5,20171025
51937280,2576,4,20171023
38062458,2576,3,20171020
37983752,2576,5,20171019
94283258,2576,4,20171018
93680202,2576,5,20171018
50642736,2576,4,20171015
93823926,2576,5,20171012
54771845,2576,5,20171010
426243,2576,5,20171009
86625804,2576,4,20171008
49815588,2576,5,20171007
83443232,2576,5,20171005
77846059,2576,4,20171004
78143300,2576,3,20171004
64378592,2576,3,20171004
93289264,2576,5,20171003
37060730,2576,5,20171003
30403885,2576,5,20171002
50742929,2576,4,20171001
