88918961,2576,3,20171120213007,3
678754,2576,3,20171117130840,3
52068941,2576,4,20171113213248,3
67160549,2576,5,20171101091702,3
59049072,2576,5,20171026093847,3
32965379,2576,4,20171024095353,3
49201271,2576,4,20171023164710,3
785872,2576,2,20171021195132,3
52760372,2576,5,20171021142527,3
89520277,2576,5,20171010152557,3
94200527,2576,5,20171007192833,3
80415605,2576,5,20170929163316,3
598544,2576,5,20170921075409,3
94224739,2576,4,20170920153432,3
93001497,2576,5,20170919152636,3
94284849,2576,5,20170916215735,3
42111096,2576,5,20170914075012,3
17520849,2576,4,20170904173747,3
19667831,2576,4,20170901111852,3
45528241,2576,4,20170901105421,3
5554282,2576,5,20170831094631,2
5088250,2576,3,20170829144853,2
58922530,2576,5,20170814182559,2
38637422,2576,3,20170813104638,2
88246767,2576,5,20170811122953,2
30432177,2576,3,20170731142436,2
47629131,2576,4,20170728084405,2
94042439,2576,4,20170714232418,2
66907700,2576,2,20170713161338,2
44097320,2576,4,20170712215950,2
19179087,2576,5,20170707143414,2
82313753,2576,5,20170703114510,2
47771356,2576,4,20170702154151,2
54501863,2576,5,20170629204358,2
93090102,2576,3,20170627104858,2
71925073,2576,3,20170622225649,2
5563759,2576,5,20170621100601,2
47347817,2576,5,20170620162858,2
47862518,2576,4,20170617113715,2
38756654,2576,5,20170612205227,2
91751903,2576,5,20170604120515,2
79595128,2576,5,20170602220943,2
93410497,2576,5,20170515155744,1
45941987,2576,4,20170512185223,1
74985313,2576,5,20170424221225,1
17078397,2576,5,20170419174215,1
46831968,2576,5,20170409222301,1
93443640,2576,5,20170408163217,1
66949757,2576,4,20170328185525,1
60872790,2576,4,20170326081201,1
93148146,2576,4,20170316122637,1
38227370,2576,5,20170309110729,1
14204,2576,5,20170208172913,4
78065230,2576,4,20170205232538,4
19182490,2576,5,20170125193134,4
30297537,2576,5,20170121163827,4
77019514,2576,5,20170112162744,4
52140078,2576,4,20170110132826,4
83022876,2576,4,20170108003058,4
77864331,2576,4,20170101170208,4
92105898,2576,4,20161231174136,4
41435200,2576,4,20161231142318,4
67920205,2576,4,20161231141219,4
5579752,2576,4,20161230105245,4
32614065,2576,4,20161228134916,4
10276373,2576,4,20161226233517,4
58718512,2576,4,20161224080341,4
66536524,2576,4,20161221160211,4
43186987,2576,5,20161219233538,4
62840535,2576,5,20161218195632,4
54406428,2576,5,20160517230632,1
58804771,2576,3,20171125202033,3
30869831,2576,4,20171124101605,3
81837602,2576,4,20171123194752,3
236014,2576,5,20171120133552,3
30425306,2576,5,20171115153248,3
66032106,2576,4,20171114165344,3
30611621,2576,5,20171113151041,3
19301816,2576,4,20171110102259,3
90132421,2576,5,20171109181518,3
17321047,2576,3,20171108101356,3
42918015,2576,3,20171106181402,3
72783106,2576,5,20171103134431,3
85160110,2576,5,20171031204249,3
48590542,2576,5,20171031184939,3
38518799,2576,4,20171030160533,3
94270520,2576,4,20171029111338,3
61349703,2576,5,20171026175635,3
44058378,2576,5,20171026141310,3
78023187,2576,4,20171025223608,3
80655906,2576,5,20171025095337,3
51937280,2576,4,20171023160658,3
38062458,2576,3,20171020162132,3
37983752,2576,5,20171019142357,3
94283258,2576,4,20171018143912,3
93680202,2576,5,20171018134919,3
50642736,2576,4,20171015235325,3
93823926,2576,5,20171012211801,3
54771845,2576,5,20171010170628,3
426243,2576,5,20171009154230,3
86625804,2576,4,20171008193055,3
49815588,2576,5,20171007184359,3
83443232,2576,5,20171005112952,3
77846059,2576,4,20171004222559,3
78143300,2576,3,20171004194301,3
64378592,2576,3,20171004115713,3
93289264,2576,5,20171003170841,3
37060730,2576,5,20171003165604,3
30403885,2576,5,20171002122703,3
50742929,2576,4,20171001193514,3
37376459,2576,5,20170930174040,3
93814475,2576,4,20170930111128,3
95235970,2576,5,20170927212655,3
93166493,2576,5,20170927112310,3
93236578,2576,3,20170925172728,3
35294762,2576,4,20170925113503,3
45702723,2576,4,20170924141647,3
57334367,2576,5,20170922202711,3
71881585,2576,5,20170922140912,3
33061351,2576,3,20170918204247,3
71952289,2576,4,20170918130705,3
94117116,2576,5,20170913171534,3
84523134,2576,5,20170913144141,3
37191635,2576,5,20170910184202,3
42143979,2576,4,20170908123243,3
79555690,2576,4,20170907161243,3
32402414,2576,4,20170907090957,3
68457048,2576,5,20170905192343,3
49064443,2576,5,20170903210933,3
57718516,2576,5,20170902132411,3
82230761,2576,5,20170901233140,3
60494687,2576,4,20170901223700,3
83939686,2576,5,20170901160818,3
72616297,2576,4,20170901150242,3
87359534,2576,5,20170831211738,2
5043676,2576,5,20170831171359,2
38830726,2576,4,20170831161309,2
93264231,2576,3,20170831150508,2
63417994,2576,4,20170830202708,2
76765759,2576,5,20170830170711,2
59351589,2576,3,20170829184620,2
60296720,2576,5,20170827210635,2
17073762,2576,4,20170826175743,2
48765831,2576,4,20170825194540,2
53221581,2576,5,20170824152009,2
67035790,2576,5,20170821153732,2
72681304,2576,5,20170821122215,2
56119641,2576,3,20170821100400,2
39401876,2576,4,20170818135930,2
67618560,2576,4,20170818124828,2
65673682,2576,2,20170817132626,2
93318096,2576,4,20170815135621,2
52638019,2576,5,20170815025338,2
53033135,2576,4,20170814163848,2
38837602,2576,5,20170813214814,2
59573767,2576,4,20170813134925,2
58215540,2576,5,20170811140819,2
56467320,2576,5,20170811112451,2
81232342,2576,4,20170811095858,2
60927873,2576,5,20170810083811,2
93151367,2576,5,20170809193017,2
74686710,2576,4,20170808212932,2
46129106,2576,5,20170808135929,2
93078615,2576,5,20170807134729,2
51650674,2576,4,20170807122644,2
85452598,2576,4,20170806144731,2
74747971,2576,4,20170805221937,2
80654004,2576,5,20170805202424,2
5630809,2576,5,20170804184428,2
31380085,2576,5,20170804082011,2
17417982,2576,4,20170803193724,2
566126,2576,3,20170802183837,2
93386528,2576,3,20170802082410,2
80089987,2576,5,20170731112719,2
769938,2576,5,20170729201901,2
63918294,2576,4,20170729010106,2
83986983,2576,5,20170728155900,2
59116674,2576,4,20170722210130,2
93969437,2576,3,20170721205238,2
37047402,2576,5,20170721164149,2
77476601,2576,5,20170719211530,2
85801326,2576,4,20170719161440,2
92827174,2576,5,20170715201341,2
36883312,2576,5,20170714234651,2
59297433,2576,4,20170714180951,2
93248893,2576,5,20170714105039,2
82343840,2576,5,20170713190938,2
46157475,2576,4,20170711234929,2
47131689,2576,5,20170711135148,2
92756284,2576,5,20170709121235,2
63283634,2576,4,20170705124608,2
44658946,2576,4,20170705074836,2
17657467,2576,4,20170703130400,2
50019033,2576,4,20170703002155,2
39092009,2576,4,20170627153340,2
58683734,2576,5,20170626163608,2
34725993,2576,5,20170624102931,2
76246070,2576,3,20170621232433,2
43373313,2576,5,20170619191412,2
51662069,2576,3,20170617014142,2
557390,2576,4,20170616124002,2
31047055,2576,5,20170614224233,2
51719256,2576,5,20170613120353,2
61357715,2576,4,20170612094131,2
93965439,2576,5,20170610233523,2
42806210,2576,5,20170608153057,2
60249523,2576,4,20170605145620,2
64599001,2576,5,20170531090256,1
38301568,2576,2,20170530222504,1
1046576,2576,4,20170530093157,1
54939684,2576,5,20170525114110,1
40004546,2576,5,20170523143624,1
38532329,2576,5,20170522134752,1
75389299,2576,4,20170521141805,1
51022806,2576,5,20170519180742,1
41272271,2576,4,20170519115614,1
17234666,2576,5,20170517120232,1
45168657,2576,5,20170514150227,1
19209439,2576,5,20170512162616,1
63934624,2576,4,20170510211737,1
19513707,2576,5,20170510142737,1
55538682,2576,5,20170509150040,1
72606775,2576,5,20170508144607,1
54282490,2576,5,20170505203650,1
53519341,2576,4,20170505161549,1
93947685,2576,5,20170503163158,1
83700169,2576,5,20170503154031,1
71263220,2576,5,20170503125949,1
62545198,2576,5,20170427162223,1
5408677,2576,5,20170427150943,1
48211628,2576,5,20170426230534,1
85901785,2576,3,20170425220559,1
78203735,2576,4,20170423210517,1
17262977,2576,4,20170421134817,1
72731110,2576,4,20170421123346,1
35619731,2576,4,20170420154937,1
59867729,2576,5,20170420143451,1
43708852,2576,4,20170419092951,1
1055016,2576,5,20170418161457,1
72256777,2576,4,20170417142053,1
46270806,2576,5,20170413224310,1
63783583,2576,3,20170411000321,1
51384633,2576,5,20170408105442,1
59075342,2576,5,20170407235844,1
81868239,2576,3,20170406090546,1
42987158,2576,5,20170405162747,1
17539167,2576,5,20170405094349,1
73948525,2576,5,20170405085539,1
50450918,2576,5,20170331181322,1
49662868,2576,4,20170330135143,1
74281542,2576,5,20170326204829,1
80344621,2576,5,20170323165937,1
59513416,2576,5,20170323001048,1
41765138,2576,5,20170321225413,1
62418733,2576,5,20170318163104,1
53347498,2576,4,20170318115943,1
5146995,2576,5,20170317153007,1
66176020,2576,4,20170315002007,1
31761753,2576,4,20170313223822,1
56192415,2576,3,20170313095040,1
32863836,2576,5,20170308235712,1
