88918961,2576,3,20171120213007
678754,2576,3,20171117130840
52068941,2576,4,20171113213248
67160549,2576,5,20171101091702
59049072,2576,5,20171026093847
32965379,2576,4,20171024095353
49201271,2576,4,20171023164710
785872,2576,2,20171021195132
52760372,2576,5,20171021142527
89520277,2576,5,20171010152557
94200527,2576,5,20171007192833
80415605,2576,5,20170929163316
598544,2576,5,20170921075409
94224739,2576,4,20170920153432
93001497,2576,5,20170919152636
94284849,2576,5,20170916215735
42111096,2576,5,20170914075012
17520849,2576,4,20170904173747
19667831,2576,4,20170901111852
45528241,2576,4,20170901105421
5554282,2576,5,20170831094631
5088250,2576,3,20170829144853
58922530,2576,5,20170814182559
38637422,2576,3,20170813104638
88246767,2576,5,20170811122953
30432177,2576,3,20170731142436
47629131,2576,4,20170728084405
94042439,2576,4,20170714232418
66907700,2576,2,20170713161338
44097320,2576,4,20170712215950
19179087,2576,5,20170707143414
82313753,2576,5,20170703114510
47771356,2576,4,20170702154151
54501863,2576,5,20170629204358
93090102,2576,3,20170627104858
71925073,2576,3,20170622225649
5563759,2576,5,20170621100601
47347817,2576,5,20170620162858
47862518,2576,4,20170617113715
38756654,2576,5,20170612205227
91751903,2576,5,20170604120515
79595128,2576,5,20170602220943
93410497,2576,5,20170515155744
45941987,2576,4,20170512185223
74985313,2576,5,20170424221225
17078397,2576,5,20170419174215
46831968,2576,5,20170409222301
93443640,2576,5,20170408163217
66949757,2576,4,20170328185525
60872790,2576,4,20170326081201
93148146,2576,4,20170316122637
38227370,2576,5,20170309110729
14204,2576,5,20170208172913
78065230,2576,4,20170205232538
19182490,2576,5,20170125193134
30297537,2576,5,20170121163827
77019514,2576,5,20170112162744
52140078,2576,4,20170110132826
83022876,2576,4,20170108003058
77864331,2576,4,20170101170208
92105898,2576,4,20161231174136
41435200,2576,4,20161231142318
67920205,2576,4,20161231141219
5579752,2576,4,20161230105245
32614065,2576,4,20161228134916
10276373,2576,4,20161226233517
58718512,2576,4,20161224080341
66536524,2576,4,20161221160211
43186987,2576,5,20161219233538
62840535,2576,5,20161218195632
54406428,2576,5,20160517230632
58804771,2576,3,20171125202033
30869831,2576,4,20171124101605
81837602,2576,4,20171123194752
236014,2576,5,20171120133552
30425306,2576,5,20171115153248
66032106,2576,4,20171114165344
30611621,2576,5,20171113151041
19301816,2576,4,20171110102259
90132421,2576,5,20171109181518
17321047,2576,3,20171108101356
42918015,2576,3,20171106181402
72783106,2576,5,20171103134431
85160110,2576,5,20171031204249
48590542,2576,5,20171031184939
38518799,2576,4,20171030160533
94270520,2576,4,20171029111338
61349703,2576,5,20171026175635
44058378,2576,5,20171026141310
78023187,2576,4,20171025223608
80655906,2576,5,20171025095337
51937280,2576,4,20171023160658
38062458,2576,3,20171020162132
37983752,2576,5,20171019142357
94283258,2576,4,20171018143912
93680202,2576,5,20171018134919
50642736,2576,4,20171015235325
93823926,2576,5,20171012211801
54771845,2576,5,20171010170628
426243,2576,5,20171009154230
86625804,2576,4,20171008193055
49815588,2576,5,20171007184359
83443232,2576,5,20171005112952
77846059,2576,4,20171004222559
78143300,2576,3,20171004194301
64378592,2576,3,20171004115713
93289264,2576,5,20171003170841
37060730,2576,5,20171003165604
30403885,2576,5,20171002122703
50742929,2576,4,20171001193514
37376459,2576,5,20170930174040
93814475,2576,4,20170930111128
95235970,2576,5,20170927212655
93166493,2576,5,20170927112310
93236578,2576,3,20170925172728
35294762,2576,4,20170925113503
45702723,2576,4,20170924141647
57334367,2576,5,20170922202711
71881585,2576,5,20170922140912
33061351,2576,3,20170918204247
71952289,2576,4,20170918130705
94117116,2576,5,20170913171534
84523134,2576,5,20170913144141
37191635,2576,5,20170910184202
42143979,2576,4,20170908123243
79555690,2576,4,20170907161243
32402414,2576,4,20170907090957
68457048,2576,5,20170905192343
49064443,2576,5,20170903210933
57718516,2576,5,20170902132411
82230761,2576,5,20170901233140
60494687,2576,4,20170901223700
83939686,2576,5,20170901160818
72616297,2576,4,20170901150242
87359534,2576,5,20170831211738
5043676,2576,5,20170831171359
38830726,2576,4,20170831161309
93264231,2576,3,20170831150508
63417994,2576,4,20170830202708
76765759,2576,5,20170830170711
59351589,2576,3,20170829184620
60296720,2576,5,20170827210635
17073762,2576,4,20170826175743
48765831,2576,4,20170825194540
53221581,2576,5,20170824152009
67035790,2576,5,20170821153732
72681304,2576,5,20170821122215
56119641,2576,3,20170821100400
39401876,2576,4,20170818135930
67618560,2576,4,20170818124828
65673682,2576,2,20170817132626
93318096,2576,4,20170815135621
52638019,2576,5,20170815025338
53033135,2576,4,20170814163848
38837602,2576,5,20170813214814
59573767,2576,4,20170813134925
58215540,2576,5,20170811140819
56467320,2576,5,20170811112451
81232342,2576,4,20170811095858
60927873,2576,5,20170810083811
93151367,2576,5,20170809193017
74686710,2576,4,20170808212932
46129106,2576,5,20170808135929
93078615,2576,5,20170807134729
51650674,2576,4,20170807122644
85452598,2576,4,20170806144731
74747971,2576,4,20170805221937
80654004,2576,5,20170805202424
5630809,2576,5,20170804184428
31380085,2576,5,20170804082011
17417982,2576,4,20170803193724
566126,2576,3,20170802183837
93386528,2576,3,20170802082410
80089987,2576,5,20170731112719
769938,2576,5,20170729201901
63918294,2576,4,20170729010106
83986983,2576,5,20170728155900
59116674,2576,4,20170722210130
93969437,2576,3,20170721205238
37047402,2576,5,20170721164149
77476601,2576,5,20170719211530
85801326,2576,4,20170719161440
92827174,2576,5,20170715201341
36883312,2576,5,20170714234651
59297433,2576,4,20170714180951
93248893,2576,5,20170714105039
82343840,2576,5,20170713190938
46157475,2576,4,20170711234929
47131689,2576,5,20170711135148
92756284,2576,5,20170709121235
63283634,2576,4,20170705124608
44658946,2576,4,20170705074836
17657467,2576,4,20170703130400
50019033,2576,4,20170703002155
39092009,2576,4,20170627153340
58683734,2576,5,20170626163608
34725993,2576,5,20170624102931
76246070,2576,3,20170621232433
43373313,2576,5,20170619191412
51662069,2576,3,20170617014142
557390,2576,4,20170616124002
31047055,2576,5,20170614224233
51719256,2576,5,20170613120353
61357715,2576,4,20170612094131
93965439,2576,5,20170610233523
42806210,2576,5,20170608153057
60249523,2576,4,20170605145620
64599001,2576,5,20170531090256
38301568,2576,2,20170530222504
1046576,2576,4,20170530093157
54939684,2576,5,20170525114110
40004546,2576,5,20170523143624
38532329,2576,5,20170522134752
75389299,2576,4,20170521141805
51022806,2576,5,20170519180742
41272271,2576,4,20170519115614
17234666,2576,5,20170517120232
45168657,2576,5,20170514150227
19209439,2576,5,20170512162616
63934624,2576,4,20170510211737
19513707,2576,5,20170510142737
55538682,2576,5,20170509150040
72606775,2576,5,20170508144607
54282490,2576,5,20170505203650
53519341,2576,4,20170505161549
93947685,2576,5,20170503163158
83700169,2576,5,20170503154031
71263220,2576,5,20170503125949
62545198,2576,5,20170427162223
5408677,2576,5,20170427150943
48211628,2576,5,20170426230534
85901785,2576,3,20170425220559
78203735,2576,4,20170423210517
17262977,2576,4,20170421134817
72731110,2576,4,20170421123346
35619731,2576,4,20170420154937
59867729,2576,5,20170420143451
43708852,2576,4,20170419092951
1055016,2576,5,20170418161457
72256777,2576,4,20170417142053
46270806,2576,5,20170413224310
63783583,2576,3,20170411000321
51384633,2576,5,20170408105442
59075342,2576,5,20170407235844
81868239,2576,3,20170406090546
42987158,2576,5,20170405162747
17539167,2576,5,20170405094349
73948525,2576,5,20170405085539
50450918,2576,5,20170331181322
49662868,2576,4,20170330135143
74281542,2576,5,20170326204829
