@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE season NUMERIC
@ATTRIBUTE commentCount NUMERIC
@ATTRIBUTE greatComment NUMERIC
@ATTRIBUTE goodComment NUMERIC
@ATTRIBUTE badComment NUMERIC
@ATTRIBUTE location NUMERIC

@DATA
470344,5438819,4,20140515210833,05,249,212,36,1,46
17412866,5438819,4,20140512214047,05,249,212,36,1,46
19593593,5438819,4,20140509125048,05,249,212,36,1,46
373307,5438819,4,20140424102704,04,249,212,36,1,46
83221017,5426406,4,20140910104315,09,227,155,49,23,46
197443,5426406,4,20140910103701,09,227,155,49,23,46
401779,5426406,4,20140910100000,09,227,155,49,23,46
980263,5426406,4,20140910094307,09,227,155,49,23,46
5411235,5426406,4,20140909151457,09,227,155,49,23,46
19109779,5426406,4,20140909150242,09,227,155,49,23,46
302942,5426406,4,20140909150008,09,227,155,49,23,46
302942,5426406,4,20140909144253,09,227,155,49,23,46
19050453,5426406,4,20140909143721,09,227,155,49,23,46
17124538,5426406,5,20140906131338,09,227,155,49,23,46
19244528,5426406,5,20140906001011,09,227,155,49,23,46
959017,5426406,4,20140903111926,09,227,155,49,23,46
722504,5426406,4,20140902142034,09,227,155,49,23,46
216305,5426406,4,20140901162704,09,227,155,49,23,46
551015,5426406,5,20140901150400,09,227,155,49,23,46
70447141,5438838,5,20141225112702,12,356,241,95,20,46
50958348,5438838,5,20141222063120,12,356,241,95,20,46
74610736,5438838,5,20141209094824,12,356,241,95,20,46
5065917,5438838,5,20141207135909,12,356,241,95,20,46
77997538,5438838,4,20141130140147,11,356,241,95,20,46
840435,5438838,4,20141128101004,11,356,241,95,20,46
59116350,5438838,3,20141123132302,11,356,241,95,20,46
34294085,5438838,4,20141121174947,11,356,241,95,20,46
458606,5438838,5,20141121153935,11,356,241,95,20,46
51985010,5438838,4,20141118105237,11,356,241,95,20,46
17706774,5438838,5,20141117194733,11,356,241,95,20,46
56839750,5438838,3,20141114144932,11,356,241,95,20,46
5115282,5438838,5,20141112164840,11,356,241,95,20,46
775449,5438838,5,20141102082109,11,356,241,95,20,46
36663779,5438838,2,20141031000437,10,356,241,95,20,46
5128290,10433,5,20150809180310,08,360,264,68,28,46
90534589,10433,5,20150728153849,07,360,264,68,28,46
5429549,10433,3,20150724221921,07,360,264,68,28,46
65899045,10433,3,20150721143341,07,360,264,68,28,46
52857808,10433,5,20150718214822,07,360,264,68,28,46
90486700,10433,3,20150711125856,07,360,264,68,28,46
52456519,10433,5,20150710112345,07,360,264,68,28,46
17687391,10433,5,20150709142603,07,360,264,68,28,46
55035744,10433,4,20150706002355,07,360,264,68,28,46
57779345,10433,4,20150705233718,07,360,264,68,28,46
50891966,10433,4,20150703181903,07,360,264,68,28,46
5337298,10433,3,20150630224536,06,360,264,68,28,46
42157411,10433,5,20150627161429,06,360,264,68,28,46
820457,10433,3,20150620231358,06,360,264,68,28,46
17705079,10433,5,20150617143035,06,360,264,68,28,46
575593,5438819,4,20140826144449,08,249,212,36,1,46
5097222,5438819,3,20140825173715,08,249,212,36,1,46
45584597,5438819,3,20140823153643,08,249,212,36,1,46
696894,5438819,4,20140822114158,08,249,212,36,1,46
38973466,5438819,5,20140816235319,08,249,212,36,1,46
82358168,5438819,5,20140811144254,08,249,212,36,1,46
77123050,5438819,3,20140806110455,08,249,212,36,1,46
587403,5438819,4,20140731093701,07,249,212,36,1,46
10384361,5438819,4,20140730200545,07,249,212,36,1,46
57197259,5438819,3,20140729235026,07,249,212,36,1,46
39325226,5438819,4,20140716101917,07,249,212,36,1,46
756309,5438819,5,20140713201139,07,249,212,36,1,46
513105,5438819,3,20140705072549,07,249,212,36,1,46
17140763,5438819,4,20140702153818,07,249,212,36,1,46
30990571,5438819,5,20140629190455,06,249,212,36,1,46
85315925,6726082,1,20170717154625,07,173,86,60,27,46
79264505,6726082,1,20170601230741,06,173,86,60,27,46
93270381,6726082,3,20170522184528,05,173,86,60,27,46
113215,6726082,3,20170510104046,05,173,86,60,27,46
61684398,6726082,3,20170503130312,05,173,86,60,27,46
93817366,6726082,3,20170423201452,04,173,86,60,27,46
33680828,6726082,1,20161008174349,10,173,86,60,27,46
55947115,6726082,2,20161008161559,10,173,86,60,27,46
10373519,6726082,3,20161004111838,10,173,86,60,27,46
76905933,6726082,3,20160930135055,09,173,86,60,27,46
35310619,6726082,2,20160924094837,09,173,86,60,27,46
81629171,6726082,2,20170906211250,09,173,86,60,27,46
5043676,6726082,3,20170905123743,09,173,86,60,27,46
94084721,6726082,4,20170904133324,09,173,86,60,27,46
82811679,6726082,4,20170823194622,08,173,86,60,27,46
386712,5426406,3,20140910135247,09,227,155,49,23,46
828519,5426406,2,20140910133110,09,227,155,49,23,46
48990581,5426406,4,20140910132737,09,227,155,49,23,46
48990581,5426406,2,20140910132656,09,227,155,49,23,46
439883,5426406,5,20140910132157,09,227,155,49,23,46
439883,5426406,5,20140910132000,09,227,155,49,23,46
250854,5426406,2,20140910120041,09,227,155,49,23,46
85314527,5426406,4,20140910115039,09,227,155,49,23,46
457013,5426406,4,20140910114257,09,227,155,49,23,46
457013,5426406,4,20140910113740,09,227,155,49,23,46
117575,5426406,4,20140910111839,09,227,155,49,23,46
117575,5426406,2,20140910111711,09,227,155,49,23,46
397388,5426406,4,20140910111408,09,227,155,49,23,46
397388,5426406,3,20140910110523,09,227,155,49,23,46
68904281,5426406,5,20140910105519,09,227,155,49,23,46
1053116,907218,5,20131023165551,10,179,133,38,8,34
19112398,907218,1,20131020225341,10,179,133,38,8,34
19112398,907218,1,20131020225304,10,179,133,38,8,34
71997398,907218,3,20131019102643,10,179,133,38,8,34
78558098,907218,4,20131018213212,10,179,133,38,8,34
13073699,907218,5,20131018205921,10,179,133,38,8,34
65304920,907218,5,20131017154248,10,179,133,38,8,34
19673110,907218,4,20131017134603,10,179,133,38,8,34
5216211,907218,5,20131017123058,10,179,133,38,8,34
5661040,907218,4,20131015155143,10,179,133,38,8,34
725345,907218,4,20131015073454,10,179,133,38,8,34
84618389,907218,5,20131014204246,10,179,133,38,8,34
17770612,907218,5,20130627202326,06,179,133,38,8,34
17770612,907218,5,20130526194823,05,179,133,38,8,34
78363623,5438838,4,20150325153323,03,356,241,95,20,34
59077755,5438838,5,20150321151947,03,356,241,95,20,34
62067772,5438838,3,20150206002006,02,356,241,95,20,34
74799506,5438838,4,20150204123136,02,356,241,95,20,34
51079939,5438838,4,20150202131454,02,356,241,95,20,34
51352507,5438838,4,20150201151445,02,356,241,95,20,34
19953938,5438838,4,20150130164030,01,356,241,95,20,34
19426711,5438838,4,20150123112118,01,356,241,95,20,34
80495009,5438838,4,20150122110307,01,356,241,95,20,34
254833,5438838,4,20150122105923,01,356,241,95,20,34
17300467,5438838,3,20150119003111,01,356,241,95,20,34
68352691,5438838,3,20150116130853,01,356,241,95,20,34
79225803,5438838,5,20150113174121,01,356,241,95,20,34
58807649,5438838,4,20150104223848,01,356,241,95,20,34
81846052,5438838,5,20150104150444,01,356,241,95,20,34
89573128,5438874,1,20170904134544,09,14,4,6,0,26
82717439,5438874,1,20170619170357,06,14,4,6,0,26
44651639,5438874,5,20170318092059,03,14,4,6,0,26
775449,5438874,5,20151216160702,12,14,4,6,0,26
76387005,5438874,3,20150712081728,07,14,4,6,0,26
81928271,5438874,3,20140928183208,09,14,4,6,0,26
50473920,5438874,3,20140705191306,07,14,4,6,0,26
19593593,5438874,2,20140610085051,06,14,4,6,0,26
77750913,5438874,2,20140509160228,05,14,4,6,0,26
19006302,5438874,4,20131217115259,12,14,4,6,0,26
19186352,5438874,4,20131202165218,12,14,4,6,0,26
13073699,5438874,3,20131019174942,10,14,4,6,0,26
17450462,5438874,1,20131016053305,10,14,4,6,0,26
64273954,5438874,1,20131015214137,10,14,4,6,0,26
84827926,10433,4,20150906155644,09,360,264,68,28,26
79111776,10433,3,20150905231436,09,360,264,68,28,26
90398804,10433,4,20150904083337,09,360,264,68,28,26
4802613,10433,1,20150902112950,09,360,264,68,28,26
271830,10433,2,20150902045535,09,360,264,68,28,26
51730009,10433,5,20150829190123,08,360,264,68,28,26
51059076,10433,4,20150825171945,08,360,264,68,28,26
64557049,10433,5,20150820171031,08,360,264,68,28,26
926415,10433,5,20150819233531,08,360,264,68,28,26
73378258,10433,3,20150819212657,08,360,264,68,28,26
37181778,10433,3,20150816140345,08,360,264,68,28,26
86912884,10433,5,20150813202300,08,360,264,68,28,26
44422991,10433,5,20150813130850,08,360,264,68,28,26
49545933,10433,3,20150811104620,08,360,264,68,28,26
47807417,10433,5,20150811061212,08,360,264,68,28,26
782439,5438819,5,20140909174409,09,249,212,36,1,26
30332536,5438819,5,20140909074427,09,249,212,36,1,26
17350747,5438819,5,20140904161339,09,249,212,36,1,26
17504052,5438819,4,20140904160524,09,249,212,36,1,26
17157107,5438819,4,20140827111300,08,249,212,36,1,26
10248930,5438819,3,20140827105022,08,249,212,36,1,26
89963861,5438819,4,20140827102509,08,249,212,36,1,26
17450462,5438819,4,20140827101313,08,249,212,36,1,26
50732057,5438819,4,20140827094809,08,249,212,36,1,26
85840874,5438819,5,20140827090845,08,249,212,36,1,26
814808,5438819,4,20140826182401,08,249,212,36,1,26
685327,5438819,4,20140826180635,08,249,212,36,1,26
650614,5438819,4,20140826175409,08,249,212,36,1,26
10017787,5438819,5,20140826165453,08,249,212,36,1,26
5123339,5438819,4,20140826162743,08,249,212,36,1,26
860436,5426406,5,20140912095145,09,227,155,49,23,26
5527613,5426406,3,20140912094916,09,227,155,49,23,26
484685,5426406,4,20140911154954,09,227,155,49,23,26
19925025,5426406,2,20140910174009,09,227,155,49,23,26
19620681,5426406,2,20140910154442,09,227,155,49,23,26
19620681,5426406,2,20140910154106,09,227,155,49,23,26
692359,5426406,2,20140910153719,09,227,155,49,23,26
435816,5426406,5,20140910153130,09,227,155,49,23,26
17275687,5426406,5,20140910152653,09,227,155,49,23,26
50137929,5426406,2,20140910151657,09,227,155,49,23,26
65731805,5426406,3,20140910145435,09,227,155,49,23,26
5082903,5426406,2,20140910144322,09,227,155,49,23,26
89240754,5426406,4,20140910143359,09,227,155,49,23,26
68141515,5426406,3,20140910142348,09,227,155,49,23,26
17428264,5426406,3,20140910141331,09,227,155,49,23,26
64738910,907218,4,20131128112723,11,179,133,38,8,26
64738910,907218,4,20131128112534,11,179,133,38,8,26
5076686,907218,5,20131127221917,11,179,133,38,8,26
60998056,907218,4,20131126173411,11,179,133,38,8,26
83201075,907218,4,20131121191731,11,179,133,38,8,26
87422140,907218,3,20131120214654,11,179,133,38,8,26
19252301,907218,5,20131118131004,11,179,133,38,8,26
686915,907218,3,20131116224139,11,179,133,38,8,26
977837,907218,5,20131115151825,11,179,133,38,8,26
19188369,907218,5,20131115145742,11,179,133,38,8,26
79840162,907218,3,20131114184308,11,179,133,38,8,26
13040056,907218,5,20131114155028,11,179,133,38,8,26
13040056,907218,5,20131114154502,11,179,133,38,8,26
695914,907218,5,20131108125714,11,179,133,38,8,26
10403306,907218,4,20131027181056,10,179,133,38,8,26
36759789,5438838,5,20150616112441,06,356,241,95,20,26
17320622,5438838,4,20150615213009,06,356,241,95,20,26
32749556,5438838,2,20150614135215,06,356,241,95,20,26
90484537,5438838,3,20150614114423,06,356,241,95,20,26
19116177,5438838,2,20150610074527,06,356,241,95,20,26
53625277,5438838,5,20150529173400,05,356,241,95,20,26
82073274,5438838,4,20150527161806,05,356,241,95,20,26
83682996,5438838,5,20150526234446,05,356,241,95,20,26
61910493,5438838,5,20150512124528,05,356,241,95,20,26
110656,5438838,5,20150423105713,04,356,241,95,20,26
55928131,5438838,3,20150420153737,04,356,241,95,20,26
86462370,5438838,5,20150412151629,04,356,241,95,20,26
36347933,5438838,5,20150408160506,04,356,241,95,20,26
87831605,5438838,4,20150406120848,04,356,241,95,20,26
83286213,5438838,5,20150330163533,03,356,241,95,20,26
79606550,10433,4,20151021090823,10,360,264,68,28,26
66507763,10433,4,20151020172824,10,360,264,68,28,26
13134390,10433,3,20151016104413,10,360,264,68,28,26
64854124,10433,4,20151016101458,10,360,264,68,28,26
77330297,10433,2,20151010205516,10,360,264,68,28,26
75543612,10433,4,20151009140206,10,360,264,68,28,26
66698613,10433,5,20151006143055,10,360,264,68,28,26
54322232,10433,3,20151006090907,10,360,264,68,28,26
40023053,10433,4,20151005171711,10,360,264,68,28,26
30092809,10433,4,20150930104305,09,360,264,68,28,26
72312758,10433,4,20150928234236,09,360,264,68,28,26
61155873,10433,5,20150925215628,09,360,264,68,28,26
86051574,10433,4,20150921121416,09,360,264,68,28,26
38057506,10433,3,20150912164758,09,360,264,68,28,26
68697859,10433,5,20150910105120,09,360,264,68,28,26
34741381,5438819,5,20141202105735,12,249,212,36,1,26
84707417,5438819,3,20141201083855,12,249,212,36,1,26
75675768,5438819,5,20141031174301,10,249,212,36,1,26
36073769,5438819,3,20141024104430,10,249,212,36,1,26
54756433,5438819,4,20141008162353,10,249,212,36,1,26
74371078,5438819,5,20141006105708,10,249,212,36,1,26
74612238,5438819,5,20140929140737,09,249,212,36,1,26
38878210,5438819,5,20140923224047,09,249,212,36,1,26
343587,5438819,4,20140918144554,09,249,212,36,1,26
153328,5438819,4,20140918141020,09,249,212,36,1,26
17097675,5438819,4,20140918135653,09,249,212,36,1,26
38792191,5438819,5,20140911144512,09,249,212,36,1,26
5001243,5438819,5,20140910162843,09,249,212,36,1,26
5064513,5438819,5,20140910162416,09,249,212,36,1,26
17080872,5438819,4,20140910100008,09,249,212,36,1,26
42882679,5426406,5,20140926075748,09,227,155,49,23,26
485513,5426406,5,20140925142324,09,227,155,49,23,26
834056,5426406,4,20140925134927,09,227,155,49,23,26
65055199,5426406,4,20140924210228,09,227,155,49,23,26
158081,5426406,5,20140919180209,09,227,155,49,23,26
54526689,5426406,3,20140917103554,09,227,155,49,23,26
571308,5426406,5,20140912105228,09,227,155,49,23,26
10849,5426406,5,20140912104629,09,227,155,49,23,26
10849,5426406,5,20140912104429,09,227,155,49,23,26
879006,5426406,4,20140912104009,09,227,155,49,23,26
19005820,5426406,5,20140912102628,09,227,155,49,23,26
19005820,5426406,5,20140912102614,09,227,155,49,23,26
48724003,5426406,4,20140912101414,09,227,155,49,23,26
17419611,5426406,4,20140912100334,09,227,155,49,23,26
860436,5426406,5,20140912095216,09,227,155,49,23,26
3104114,907218,4,20140404032501,04,179,133,38,8,26
35321005,907218,3,20140328113946,03,179,133,38,8,26
82813907,907218,4,20140321175814,03,179,133,38,8,26
75339007,907218,5,20140315191515,03,179,133,38,8,26
46206791,907218,5,20140315121712,03,179,133,38,8,26
37585506,907218,5,20140312143432,03,179,133,38,8,26
51852320,907218,3,20140209005750,02,179,133,38,8,26
1018813,907218,5,20140126113508,01,179,133,38,8,26
19766614,907218,5,20131214190554,12,179,133,38,8,26
47850503,907218,2,20131211141746,12,179,133,38,8,26
5361561,907218,3,20131209155548,12,179,133,38,8,26
1016289,907218,4,20131205091852,12,179,133,38,8,26
19188369,907218,5,20131203111504,12,179,133,38,8,26
64970686,907218,1,20131128123205,11,179,133,38,8,26
64970686,907218,1,20131128123155,11,179,133,38,8,26
85253071,5438838,5,20150819140432,08,356,241,95,20,26
87072394,5438838,4,20150815075506,08,356,241,95,20,26
75355536,5438838,4,20150815063943,08,356,241,95,20,26
82559669,5438838,5,20150814081741,08,356,241,95,20,26
90166913,5438838,5,20150812101401,08,356,241,95,20,26
35514727,5438838,5,20150811174526,08,356,241,95,20,26
5084816,5438838,3,20150811023120,08,356,241,95,20,26
33776986,5438838,3,20150808012537,08,356,241,95,20,26
80459768,5438838,4,20150807130117,08,356,241,95,20,26
934345,5438838,3,20150806145147,08,356,241,95,20,26
5133714,5438838,3,20150806133801,08,356,241,95,20,26
76279411,5438838,3,20150806092849,08,356,241,95,20,26
90197547,5438838,5,20150723211902,07,356,241,95,20,26
13116651,5438838,3,20150715205120,07,356,241,95,20,26
53299119,5438838,3,20150624202910,06,356,241,95,20,26
93817366,9425706,3,20170423202333,04,5,1,3,1,46
646104,9425706,4,20160101203550,01,5,1,3,1,46
37950446,9425706,3,20151022101742,10,5,1,3,1,46
31685277,9425706,3,20151004145418,10,5,1,3,1,46
64527759,9425706,2,20150813122531,08,5,1,3,1,46
92821737,10433,4,20151212165141,12,360,264,68,28,46
36632332,10433,5,20151209142400,12,360,264,68,28,46
34487910,10433,3,20151205004121,12,360,264,68,28,46
19493853,10433,4,20151201115217,12,360,264,68,28,46
79778164,10433,4,20151128064847,11,360,264,68,28,46
92112705,10433,5,20151127152219,11,360,264,68,28,46
63912245,10433,3,20151125085614,11,360,264,68,28,46
50127877,10433,3,20151119175032,11,360,264,68,28,46
91735576,10433,4,20151119140147,11,360,264,68,28,46
13014823,10433,4,20151118170440,11,360,264,68,28,46
13017864,10433,4,20151117084955,11,360,264,68,28,46
63385304,10433,5,20151113123540,11,360,264,68,28,46
17532724,10433,4,20151107105549,11,360,264,68,28,46
17373438,10433,4,20151101100641,11,360,264,68,28,46
1079409,10433,4,20151101072210,11,360,264,68,28,46
55828277,5438819,5,20150411224828,04,249,212,36,1,46
83673919,5438819,4,20150404074840,04,249,212,36,1,46
50294795,5438819,5,20150401143633,04,249,212,36,1,46
79816293,5438819,5,20150324123513,03,249,212,36,1,46
36883521,5438819,3,20150305161811,03,249,212,36,1,46
87171210,5438819,5,20150130181511,01,249,212,36,1,46
44205010,5438819,4,20150119014702,01,249,212,36,1,46
17300467,5438819,3,20150119003125,01,249,212,36,1,46
5674976,5438819,4,20150105114514,01,249,212,36,1,46
58807649,5438819,5,20150104224522,01,249,212,36,1,46
40292313,5438819,4,20141230144220,12,249,212,36,1,46
70447141,5438819,5,20141225113026,12,249,212,36,1,46
428979,5438819,5,20141217164029,12,249,212,36,1,46
77270117,5438819,4,20141205092223,12,249,212,36,1,46
17128128,5438819,5,20141203094919,12,249,212,36,1,46
43945323,5426406,4,20150127001731,01,227,155,49,23,46
5478922,5426406,5,20150124205035,01,227,155,49,23,46
36696448,5426406,4,20150116164314,01,227,155,49,23,46
67030876,5426406,5,20150116102500,01,227,155,49,23,46
48125586,5426406,4,20150106154853,01,227,155,49,23,46
54526689,5426406,3,20141210104143,12,227,155,49,23,46
58591398,5426406,5,20141209112826,12,227,155,49,23,46
57233876,5426406,3,20141130210220,11,227,155,49,23,46
39354216,5426406,4,20141117164220,11,227,155,49,23,46
41103070,5426406,4,20141113112828,11,227,155,49,23,46
10414878,5426406,4,20141104130150,11,227,155,49,23,46
17439449,5426406,4,20141102205517,11,227,155,49,23,46
17152577,5426406,5,20141009151908,10,227,155,49,23,46
848640,5426406,3,20141009015805,10,227,155,49,23,46
17593348,5426406,4,20140929124314,09,227,155,49,23,46
50473920,907218,3,20140728213635,07,179,133,38,8,46
47083952,907218,4,20140721091312,07,179,133,38,8,46
251654,907218,5,20140718091643,07,179,133,38,8,46
44993135,907218,3,20140717221602,07,179,133,38,8,46
17075977,907218,5,20140717074000,07,179,133,38,8,46
917724,907218,5,20140714172223,07,179,133,38,8,46
152668,907218,4,20140701100710,07,179,133,38,8,46
17117666,907218,1,20140626125218,06,179,133,38,8,46
78427400,907218,3,20140622084400,06,179,133,38,8,46
78238058,907218,5,20140616222511,06,179,133,38,8,46
