@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE season NUMERIC
@ATTRIBUTE commentCount NUMERIC
@ATTRIBUTE greatComment NUMERIC
@ATTRIBUTE goodComment NUMERIC
@ATTRIBUTE badComment NUMERIC
@ATTRIBUTE location NUMERIC

@DATA
85554465,9033765,4,20170813195122,08,24,14,3,8,46
5148322,9033765,1,20170805185529,08,24,14,3,8,46
5606415,9033765,5,20170731195458,07,24,14,3,8,46
88653982,9033765,1,20170629095339,06,24,14,3,8,46
75427849,9033765,4,20170125153226,01,24,14,3,8,46
37730719,9033765,1,20170115173628,01,24,14,3,8,46
33410508,9033765,5,20161223180856,12,24,14,3,8,46
63221833,9033765,1,20161007120925,10,24,14,3,8,46
64665009,9033765,5,20160911130508,09,24,14,3,8,46
93126362,9033765,3,20160828184826,08,24,14,3,8,46
17089746,5438654,5,20140304213518,03,16,15,1,0,45
30090484,7925427,3,20160427234146,04,8,1,7,1,18
40884383,7925427,3,20150929110033,09,8,1,7,1,18
