@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE location NUMERIC

@DATA
93594012,6329611,4,20160817,42
72327203,6329611,4,20160816,42
46093114,6329611,5,20160811,42
81166008,6329611,5,20160809,42
93656232,6329611,5,20160809,42
86526526,6329611,5,20160808,42
75300853,6329611,4,20160803,42
79231860,6329611,4,20160803,42
31264521,6329611,4,20160803,42
92744260,6329611,4,20160801,42
65324505,6329611,4,20160729,42
93289923,6329611,5,20160729,42
87884375,10403,4,20160122,42
64394341,10403,5,20160120,42
10623021,10403,3,20160120,42
78748459,10403,4,20160119,42
33530651,10403,4,20160119,42
60987596,10403,5,20160117,42
17448152,10403,5,20160115,42
13009667,10403,4,20160114,42
46298105,10403,4,20160113,42
5436371,10403,5,20160113,42
87845873,10403,5,20160113,42
93120771,10403,5,20160111,42
36491019,10403,5,20160110,42
5291576,10403,4,20160108,42
19723863,10403,5,20160108,42
5210929,7921749,1,20140814,50
67304203,5426815,3,20151109,50
36726925,5426815,4,20151109,50
86498040,5426815,4,20151108,50
70099074,5426815,5,20151106,50
33945034,5426815,4,20151105,50
17478265,5426815,5,20151104,50
91554329,5426815,3,20151104,50
13117454,5426815,4,20151030,50
66109868,5426815,4,20151028,50
17473712,5426815,4,20151028,50
77211047,5426815,3,20151026,50
66568851,5426815,4,20151026,50
266064,5426815,3,20151024,50
63372843,5426815,3,20151023,50
75675768,5426815,5,20151019,50
35401148,6329611,3,20170728,50
40623630,6329611,4,20170714,50
75216504,6329611,5,20170712,50
56621048,6329611,4,20170530,50
91899050,6329611,3,20170528,50
44362728,6329611,5,20170423,50
67895125,6329611,5,20170401,50
37515462,6329611,5,20170329,50
17648313,6329611,5,20170224,50
57641073,6329611,4,20170130,50
66136150,6329611,4,20161114,50
19106045,6329611,5,20161024,50
84640144,6329611,5,20161023,50
5036242,6329611,4,20161019,50
35439874,6329611,4,20160921,50
65052268,5426815,3,20151121,50
30327852,5426815,4,20151120,50
5518606,5426815,4,20151119,50
91640367,5426815,4,20151119,50
91721569,5426815,4,20151118,50
5233619,5426815,5,20151118,50
17373438,5426815,4,20151118,50
11027304,5426815,1,20151118,50
40535544,5426815,4,20151117,50
37868566,5426815,2,20151117,50
51233248,5426815,4,20151116,50
50127877,5426815,3,20151115,50
91629000,5426815,3,20151112,50
91557739,5426815,4,20151112,50
88430450,5426815,3,20151110,50
5330490,10403,5,20160216,50
84209830,10403,3,20160216,50
47252324,10403,3,20160216,50
92289252,10403,3,20160209,50
39656101,10403,3,20160204,50
87787069,10403,4,20160203,50
71255248,10403,3,20160203,50
54867677,10403,5,20160201,50
91465531,10403,4,20160131,50
74284578,10403,4,20160130,50
49727646,10403,4,20160129,50
80056013,10403,4,20160127,50
75608717,10403,4,20160124,50
91981670,10403,3,20160123,50
92934772,10403,5,20160123,50
91450759,6329611,3,20170822,50
57281082,6329611,4,20170807,50
53725606,6329611,4,20170710,50
75333173,6329611,5,20170503,50
19367715,6329611,5,20170213,50
84257618,6329611,5,20161010,50
17288474,6329611,5,20161010,50
52769722,6329611,3,20161002,50
64663647,6329611,5,20170916,50
78626435,6329611,3,20170831,50
79581084,6329611,5,20170830,50
63605050,6329611,4,20170826,50
