61182758,5426737,5
59775813,5426737,4
69929795,5426737,4
5028582,5426737,3
51650674,5426737,4
85982192,5426737,5
87149719,5426737,5
86658600,5426737,5
67025169,5426737,5
91548578,5426737,4
37972963,5426737,5
45969171,5426737,3
1381100473,5426737,4
19087787,5426737,3
5338768,5426737,5
93474978,8473068,1
5334886,6588597,1
52268437,6588597,4
13002777,6588597,4
5060488,6588597,3
264031,6588597,5
81946264,882154,5
470344,882154,4
19660124,882154,4
49128303,882154,4
50863275,882154,5
948620,882154,4
41900929,882154,4
59380787,882154,4
63390766,882154,3
19731650,882154,2
71797120,882154,3
19191398,882154,3
34371327,882154,2
93814475,5438904,3
74267586,5438904,4
82717439,5438904,4
48433086,5438904,3
91727393,5438904,5
55412083,5438904,3
60049768,5438904,3
5486156,5438904,4
62525698,5438904,3
34865671,5438904,1
90460320,5438904,5
72954917,5438904,4
5575708,5438904,4
46758152,5438904,5
266064,5438904,3
85078690,10007,3
90401345,10007,3
31157787,10007,4
55947115,10007,4
31870162,10007,5
320111,10007,4
19441100,10007,4
77769807,10007,5
66058329,10007,5
84439111,10007,5
90460320,10007,5
90520219,10007,5
80048035,10007,5
17470407,10007,4
50127877,10007,3
10403306,7900619,5
42722877,7900619,5
82696130,7900619,3
47994669,7900619,3
82852360,7900619,3
51896978,7900619,4
82030363,7900619,5
69612300,7900619,5
30117631,7900619,5
75892404,7900619,5
64478730,7900619,3
51320133,7900619,4
66807807,7900619,5
176386,7900619,5
17217882,7900619,5
1087033,9033765,4
68397948,9033765,3
10569898,9033765,1
33122061,9033765,5
55066214,9033765,3
35996631,9033765,5
5131876,9033765,5
49232376,9033765,5
48242209,9033765,4
39942441,882154,5
2131530,882154,5
42768183,882154,3
19302912,882154,4
51990330,882154,4
158081,882154,3
59904862,882154,5
5384605,882154,4
71196672,882154,3
17229738,882154,3
17245887,882154,3
86718933,882154,1
17374199,882154,5
10240389,882154,3
17658201,882154,5
67535465,7900619,3
52576710,7900619,4
36281389,7900619,4
587403,7900619,3
17297059,7900619,5
90029721,7900619,5
83683458,7900619,5
939227,7900619,4
52666344,7900619,5
37076884,7900619,5
43069673,7900619,5
739287,7900619,2
48089716,7900619,4
19083211,7900619,3
35790884,7900619,4
927538,882154,3
49623999,882154,3
54483776,882154,3
36759789,882154,5
17224276,882154,4
90115323,882154,5
1385476500,882154,5
89815846,882154,3
58813115,882154,3
59356254,882154,4
710037,882154,5
31984744,882154,3
42106862,882154,4
553001,882154,4
364868,882154,3
85346623,9033765,1
63945255,9033765,1
46134329,9033765,1
5260697,9033765,4
5517678,9033765,5
85554465,9033765,4
5148322,9033765,1
5606415,9033765,5
88653982,9033765,1
75427849,9033765,4
37730719,9033765,1
33410508,9033765,5
63221833,9033765,1
64665009,9033765,5
93126362,9033765,3
17089746,5438654,5
30090484,7925427,3
40884383,7925427,3
68226330,7925427,3
62632430,7925427,3
48262917,7925427,3
75063435,7925427,3
57816645,7925427,5
19338802,7925427,3
87269511,7900619,4
86921328,7900619,3
35758270,7900619,5
83084459,7900619,4
43974402,7900619,5
66944167,7900619,5
50257914,7900619,4
89513539,7900619,5
82680859,7900619,5
82034884,7900619,5
60398453,7900619,5
65035792,7900619,5
36663779,7900619,4
71722033,7900619,5
39164466,7900619,4
66716514,882154,2
66441144,882154,3
91461705,882154,5
17459344,882154,5
72261354,882154,5
59682099,882154,4
17460966,882154,4
57727670,882154,4
64005679,882154,3
