@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE season NUMERIC
@ATTRIBUTE commentCount NUMERIC
@ATTRIBUTE greatComment NUMERIC
@ATTRIBUTE goodComment NUMERIC
@ATTRIBUTE badComment NUMERIC

@DATA
19682525,10404,4,20141013163751,10,132,101,29,2
5730524,10404,5,20141011155401,10,132,101,29,2
948620,10404,3,20141008113729,10,132,101,29,2
43046547,10404,3,20141006001027,10,132,101,29,2
87526379,10404,5,20140929224215,09,132,101,29,2
66903462,10404,5,20140915165543,09,132,101,29,2
77671772,10404,5,20140912194600,09,132,101,29,2
61919101,10404,5,20140909094415,09,132,101,29,2
30332536,10404,3,20140906090433,09,132,101,29,2
76939402,10404,5,20140902215102,09,132,101,29,2
81697281,10404,1,20140902040837,09,132,101,29,2
17658201,10404,4,20140831224455,08,132,101,29,2
5455345,10404,5,20140826172110,08,132,101,29,2
75639655,10404,3,20140825182708,08,132,101,29,2
52125304,10404,4,20140820153139,08,132,101,29,2
77270551,6818580,3,20151022050541,10,243,195,42,6
46559134,6818580,5,20151020083018,10,243,195,42,6
64854124,6818580,4,20151019141451,10,243,195,42,6
573170,6818580,3,20151010171045,10,243,195,42,6
75543612,6818580,4,20151009132447,10,243,195,42,6
83343493,6818580,5,20151008220551,10,243,195,42,6
38057506,6818580,3,20151008132959,10,243,195,42,6
47778505,6818580,4,20151004122254,10,243,195,42,6
398439,6818580,4,20150929064409,09,243,195,42,6
51985468,6818580,5,20150923150759,09,243,195,42,6
56949264,6818580,4,20150922100020,09,243,195,42,6
961369,6818580,5,20150917082544,09,243,195,42,6
1028129,6818580,3,20150916092349,09,243,195,42,6
39476901,6818580,5,20150912160642,09,243,195,42,6
88913549,6818580,4,20150911090153,09,243,195,42,6
5091245,6327338,5,20140911130501,09,188,132,47,8
17080872,6327338,4,20140910100157,09,188,132,47,8
19327098,6327338,3,20140909112951,09,188,132,47,8
80203906,6327338,1,20140906223743,09,188,132,47,8
17489153,6327338,4,20140819104355,08,188,132,47,8
34992535,6327338,4,20140819102245,08,188,132,47,8
727659,6327338,4,20140819101939,08,188,132,47,8
17117133,6327338,4,20140819100743,08,188,132,47,8
5589446,6327338,4,20140819100116,08,188,132,47,8
10376331,6327338,4,20140818142040,08,188,132,47,8
5151261,6327338,4,20140818141201,08,188,132,47,8
82858214,6327338,5,20140814105057,08,188,132,47,8
38726271,6327338,3,20140813214156,08,188,132,47,8
68938784,6327338,5,20140813180539,08,188,132,47,8
68938784,6327338,5,20140813180508,08,188,132,47,8
50073932,10404,5,20150115175054,01,132,101,29,2
5754178,10404,3,20150114230023,01,132,101,29,2
82821014,10404,4,20150113115733,01,132,101,29,2
79992324,10404,5,20150110171038,01,132,101,29,2
19669329,10404,3,20150110113425,01,132,101,29,2
81132542,10404,4,20150107213428,01,132,101,29,2
5324986,10404,4,20141223111614,12,132,101,29,2
39942441,10404,5,20141209101401,12,132,101,29,2
66275571,10404,5,20141205105042,12,132,101,29,2
65681974,10404,4,20141204154946,12,132,101,29,2
46208214,10404,4,20141126095224,11,132,101,29,2
58470048,10404,5,20141026170734,10,132,101,29,2
33523152,10404,5,20141016115746,10,132,101,29,2
17287888,10404,4,20141015091832,10,132,101,29,2
51266398,10404,4,20141014130847,10,132,101,29,2
60392021,6325840,3,20170828005716,08,11,7,3,1
33290759,6325840,2,20170726153607,07,11,7,3,1
93814475,6325840,4,20170817120253,08,11,7,3,1
17379596,6325840,5,20161208213557,12,11,7,3,1
35784589,6325840,5,20160205090920,02,11,7,3,1
81928271,6325840,3,20140930153003,09,11,7,3,1
88797349,6325840,5,20140901164212,09,11,7,3,1
19033417,6325840,4,20140520160116,05,11,7,3,1
17468657,6325840,4,20140511194420,05,11,7,3,1
5361561,6325840,3,20131214150206,12,11,7,3,1
74673149,6325840,5,20131126173956,11,11,7,3,1
31255995,6818580,3,20151203112440,12,243,195,42,6
91986120,6818580,4,20151130210303,11,243,195,42,6
91566589,6818580,2,20151130085617,11,243,195,42,6
92112705,6818580,5,20151127152220,11,243,195,42,6
17435619,6818580,5,20151125091415,11,243,195,42,6
91833390,6818580,2,20151121101345,11,243,195,42,6
813333,6818580,4,20151120093653,11,243,195,42,6
78184785,6818580,4,20151120085526,11,243,195,42,6
82368619,6818580,5,20151114230241,11,243,195,42,6
76010754,6818580,3,20151112100710,11,243,195,42,6
91554329,6818580,3,20151104165058,11,243,195,42,6
5259748,6818580,4,20151103123117,11,243,195,42,6
91504355,6818580,5,20151030100626,10,243,195,42,6
52532215,6818580,4,20151023193614,10,243,195,42,6
266064,6818580,3,20151023083352,10,243,195,42,6
364868,6327338,5,20150226143739,02,188,132,47,8
364868,6327338,4,20150226143739,02,188,132,47,8
54812126,6327338,5,20150226105327,02,188,132,47,8
5703045,6327338,4,20150216002139,02,188,132,47,8
43974402,6327338,3,20150120092217,01,188,132,47,8
76303026,6327338,4,20150115184003,01,188,132,47,8
17121729,6327338,4,20150115124450,01,188,132,47,8
36349808,6327338,3,20141229224114,12,188,132,47,8
2347281,6327338,4,20141219190941,12,188,132,47,8
2347281,6327338,3,20141219190916,12,188,132,47,8
17320622,6327338,3,20141206201720,12,188,132,47,8
88223279,6327338,3,20141203084145,12,188,132,47,8
36658717,6327338,5,20141129204839,11,188,132,47,8
44381984,6327338,3,20141105214611,11,188,132,47,8
34260639,6327338,4,20141105181745,11,188,132,47,8
84570984,10404,4,20150819215129,08,132,101,29,2
69665308,10404,3,20150819143702,08,132,101,29,2
45567238,10404,3,20150815235317,08,132,101,29,2
5128290,10404,5,20150809180310,08,132,101,29,2
38558882,10404,4,20150805112902,08,132,101,29,2
52456519,10404,5,20150710112344,07,132,101,29,2
43932835,10404,5,20150708113910,07,132,101,29,2
19241039,10404,4,20150624053227,06,132,101,29,2
17721470,10404,3,20150615214109,06,132,101,29,2
90344515,10404,4,20150612155103,06,132,101,29,2
52339110,10404,4,20150528120218,05,132,101,29,2
17347426,10404,4,20150510112033,05,132,101,29,2
73814274,10404,3,20150403222144,04,132,101,29,2
85517961,10404,4,20150331170500,03,132,101,29,2
19665932,10404,4,20150210145806,02,132,101,29,2
19493853,6818580,4,20160120085302,01,243,195,42,6
62912917,6818580,4,20160112001619,01,243,195,42,6
17379596,6818580,4,20160111205339,01,243,195,42,6
36632332,6818580,5,20160107091119,01,243,195,42,6
30110613,6818580,5,20160106114055,01,243,195,42,6
91579116,6818580,4,20160105105618,01,243,195,42,6
59110240,6818580,3,20160103225447,01,243,195,42,6
51638113,6818580,4,20160103201315,01,243,195,42,6
17470407,6818580,3,20151027155701,10,243,195,42,6
51719256,6818580,5,20150630110056,06,243,195,42,6
74577021,6818580,5,20151222172112,12,243,195,42,6
63385304,6818580,5,20151221102539,12,243,195,42,6
91610079,6818580,4,20151209090211,12,243,195,42,6
31667086,6818580,4,20151207192319,12,243,195,42,6
92718331,6818580,5,20151204145638,12,243,195,42,6
49058159,6327338,5,20150718154153,07,188,132,47,8
43418880,6327338,3,20150707134053,07,188,132,47,8
50657115,6327338,4,20150617150933,06,188,132,47,8
53960898,6327338,3,20150617133357,06,188,132,47,8
36759789,6327338,5,20150616094943,06,188,132,47,8
357912,6327338,5,20150615220733,06,188,132,47,8
50657115,6327338,5,20150613222125,06,188,132,47,8
629261,6327338,4,20150611132521,06,188,132,47,8
56801522,6327338,5,20150611125410,06,188,132,47,8
73747890,6327338,3,20150411194727,04,188,132,47,8
86284470,6327338,4,20150405203735,04,188,132,47,8
30096118,6327338,3,20150329221621,03,188,132,47,8
71459212,6327338,3,20150326102749,03,188,132,47,8
59378058,6327338,4,20150313214900,03,188,132,47,8
58773529,6327338,3,20150308215307,03,188,132,47,8
68179074,10404,5,20151126092255,11,132,101,29,2
85095929,10404,3,20151118024427,11,132,101,29,2
266064,10404,3,20151023083352,10,132,101,29,2
56949264,10404,4,20151015212147,10,132,101,29,2
38057506,10404,3,20151008133047,10,132,101,29,2
48199421,10404,4,20151001174409,10,132,101,29,2
86051574,10404,4,20150922141309,09,132,101,29,2
38288058,10404,4,20150911152610,09,132,101,29,2
53059634,10404,5,20150910222159,09,132,101,29,2
47376070,10404,5,20150908131218,09,132,101,29,2
79111776,10404,3,20150905231451,09,132,101,29,2
19151875,10404,4,20150830095218,08,132,101,29,2
37944733,10404,4,20150829095939,08,132,101,29,2
80292822,10404,5,20150826121849,08,132,101,29,2
825398,10404,5,20150822193703,08,132,101,29,2
5174845,6818580,4,20160503111651,05,243,195,42,6
83073351,6818580,4,20160502132620,05,243,195,42,6
90520219,6818580,5,20160502131119,05,243,195,42,6
60108329,6818580,3,20160426104356,04,243,195,42,6
42518475,6818580,5,20160415232725,04,243,195,42,6
41731520,6818580,4,20160411151654,04,243,195,42,6
70673147,6818580,4,20160406105703,04,243,195,42,6
38260274,6818580,5,20160327155134,03,243,195,42,6
65008584,6818580,3,20160322141904,03,243,195,42,6
90460320,6818580,5,20160321090800,03,243,195,42,6
85464002,6818580,5,20160304085906,03,243,195,42,6
46570889,6818580,5,20160221145914,02,243,195,42,6
35784589,6818580,5,20160205095331,02,243,195,42,6
85795942,6818580,5,20160201101145,02,243,195,42,6
74284578,6818580,5,20160130205246,01,243,195,42,6
67894262,10404,4,20160419123538,04,132,101,29,2
92608181,10404,4,20160410085219,04,132,101,29,2
46570889,10404,5,20160331100304,03,132,101,29,2
82604157,10404,5,20160322094348,03,132,101,29,2
268819,10404,4,20160312105539,03,132,101,29,2
85464002,10404,5,20160304085905,03,132,101,29,2
40879121,10404,5,20160301234715,03,132,101,29,2
17236981,10404,5,20160216151609,02,132,101,29,2
85795942,10404,5,20160209093614,02,132,101,29,2
44284508,10404,5,20160128005903,01,132,101,29,2
91981670,10404,3,20160123180933,01,132,101,29,2
36632332,10404,5,20160109125721,01,132,101,29,2
92959138,10404,3,20151225090318,12,132,101,29,2
47943768,10404,5,20151215220638,12,132,101,29,2
17435619,10404,5,20151207065627,12,132,101,29,2
39474849,6327338,4,20150918015548,09,188,132,47,8
19705969,6327338,4,20150910080849,09,188,132,47,8
79112662,6327338,5,20150909100238,09,188,132,47,8
732627,6327338,3,20150908160837,09,188,132,47,8
17489153,6327338,4,20150908083325,09,188,132,47,8
79113095,6327338,3,20150906044226,09,188,132,47,8
90379922,6327338,3,20150903120927,09,188,132,47,8
34916701,6327338,3,20150831164742,08,188,132,47,8
49541026,6327338,5,20150830102938,08,188,132,47,8
68039122,6327338,5,20150828095153,08,188,132,47,8
17796052,6327338,4,20150818131307,08,188,132,47,8
63689836,6327338,3,20150815215443,08,188,132,47,8
575209,6327338,5,20150814101130,08,188,132,47,8
90399263,6327338,5,20150804234028,08,188,132,47,8
40220629,6327338,3,20150721110209,07,188,132,47,8
93781191,6818580,5,20170113113745,01,243,195,42,6
56466096,6818580,5,20170105130050,01,243,195,42,6
864250,6818580,4,20161221131611,12,243,195,42,6
62427614,6818580,5,20161215213557,12,243,195,42,6
17384236,6818580,4,20161007131332,10,243,195,42,6
19120385,6818580,4,20160919093933,09,243,195,42,6
39107579,6818580,5,20160901232553,09,243,195,42,6
1087033,6818580,5,20160824105853,08,243,195,42,6
47381001,6818580,5,20160818163015,08,243,195,42,6
31867103,6818580,3,20160807164426,08,243,195,42,6
93654701,6818580,4,20160718180731,07,243,195,42,6
39814107,6818580,4,20160718114941,07,243,195,42,6
93620786,6818580,4,20160708104736,07,243,195,42,6
93192623,6818580,5,20160708061650,07,243,195,42,6
88172297,6818580,5,20160523201315,05,243,195,42,6
62019936,6329609,2,20170815150940,08,7,5,1,1
39678516,6329609,4,20160212192407,02,7,5,1,1
69625751,6329609,5,20151021055752,10,7,5,1,1
90540464,6329609,5,20150617114839,06,7,5,1,1
57197259,6329609,3,20140719124728,07,7,5,1,1
57130278,6329609,5,20140509211524,05,7,5,1,1
13063124,6329609,5,20131120140516,11,7,5,1,1
805961,6327338,4,20151112062120,11,188,132,47,8
36978649,6327338,4,20151107083522,11,188,132,47,8
5257594,6327338,5,20151028091441,10,188,132,47,8
266064,6327338,3,20151027084931,10,188,132,47,8
87413360,6327338,3,20151023141422,10,188,132,47,8
36051748,6327338,4,20151010101237,10,188,132,47,8
36051748,6327338,4,20151010101236,10,188,132,47,8
51207292,6327338,5,20151009081810,10,188,132,47,8
39474849,6327338,4,20151008220010,10,188,132,47,8
61548879,6327338,3,20151008043301,10,188,132,47,8
75355536,6327338,4,20151003114619,10,188,132,47,8
47612709,6327338,4,20151001162048,10,188,132,47,8
17796052,6327338,4,20150930070824,09,188,132,47,8
136176,6327338,5,20150927074154,09,188,132,47,8
39019528,6327338,3,20150925105649,09,188,132,47,8
74267586,10404,4,20170114132517,01,132,101,29,2
41045106,10404,5,20170827173426,08,132,101,29,2
61730379,10404,4,20170823211325,08,132,101,29,2
61814499,10404,3,20170818152007,08,132,101,29,2
17067200,10404,4,20170813213620,08,132,101,29,2
34701954,10404,4,20170807220342,08,132,101,29,2
93814475,10404,3,20170711181501,07,132,101,29,2
60263695,10404,4,20170509172635,05,132,101,29,2
38227370,10404,4,20170314182724,03,132,101,29,2
74438811,10404,3,20170306180444,03,132,101,29,2
17119175,10404,4,20170109105746,01,132,101,29,2
93942843,10404,3,20161215112914,12,132,101,29,2
33950371,10404,3,20161212101251,12,132,101,29,2
75762157,10404,4,20160426221642,04,132,101,29,2
78748459,10404,5,20160419223651,04,132,101,29,2
264031,6708190,5,20131204105732,12,131,81,40,10
17450462,6708190,1,20131130041931,11,131,81,40,10
19281300,6708190,5,20131127083605,11,131,81,40,10
65058003,6708190,3,20131126145240,11,131,81,40,10
10135907,6708190,5,20131125152954,11,131,81,40,10
19191398,6708190,3,20131123160845,11,131,81,40,10
38343273,6708190,4,20131116003001,11,131,81,40,10
53314240,6708190,4,20131114184504,11,131,81,40,10
19299585,6708190,3,20131114143829,11,131,81,40,10
17069160,6708190,3,20131108141428,11,131,81,40,10
695914,6708190,5,20131108123600,11,131,81,40,10
74267586,6818580,4,20170114132436,01,243,195,42,6
93814475,6818580,5,20161213195501,12,243,195,42,6
43035974,6818580,4,20161006094004,10,243,195,42,6
88415220,6818580,4,20170911170600,09,243,195,42,6
85554465,6818580,4,20170813195122,08,243,195,42,6
19723739,6818580,4,20170811231301,08,243,195,42,6
333674,6818580,4,20170713232401,07,243,195,42,6
58450485,6818580,5,20170624222758,06,243,195,42,6
645064,6818580,4,20170605114755,06,243,195,42,6
92391327,6818580,5,20170504111710,05,243,195,42,6
38227370,6818580,4,20170314182725,03,243,195,42,6
71702861,6818580,5,20170313150957,03,243,195,42,6
82937865,6818580,4,20170309144648,03,243,195,42,6
93852194,6818580,5,20170128175238,01,243,195,42,6
84286453,6818580,3,20170128091244,01,243,195,42,6
92866242,6327338,4,20160101232543,01,188,132,47,8
19528749,6327338,5,20151221151648,12,188,132,47,8
554463,6327338,4,20151220211936,12,188,132,47,8
10223480,6327338,3,20151215072421,12,188,132,47,8
92857356,6327338,4,20151214174056,12,188,132,47,8
5521536,6327338,5,20151205004104,12,188,132,47,8
58332777,6327338,3,20151202102951,12,188,132,47,8
91617963,6327338,4,20151130105047,11,188,132,47,8
31083656,6327338,5,20151127163956,11,188,132,47,8
66563038,6327338,4,20151126201657,11,188,132,47,8
81448122,6327338,4,20151125163927,11,188,132,47,8
19730969,6327338,5,20151124140006,11,188,132,47,8
715064,6327338,4,20151121135319,11,188,132,47,8
91640367,6327338,4,20151120101558,11,188,132,47,8
19594695,6327338,4,20151114151135,11,188,132,47,8
55263895,6328001,4,20131022182444,10,157,101,46,10
5161106,6328001,4,20131017141550,10,157,101,46,10
17121729,6328001,5,20131016102351,10,157,101,46,10
17778517,6328001,3,20131015213540,10,157,101,46,10
5559070,6328001,4,20131015205410,10,157,101,46,10
17303238,6328001,3,20131015102735,10,157,101,46,10
17515868,6328001,5,20140409151932,04,157,101,46,10
46925691,6708190,3,20140526162133,05,131,81,40,10
813333,6708190,4,20140524110411,05,131,81,40,10
470344,6708190,3,20140515211131,05,131,81,40,10
41256543,6708190,3,20140511114929,05,131,81,40,10
44891721,6708190,5,20140220205534,02,131,81,40,10
381772,6708190,3,20140220143415,02,131,81,40,10
19613538,6708190,5,20140209160202,02,131,81,40,10
82550856,6708190,5,20140208104325,02,131,81,40,10
851311,6708190,5,20140113101753,01,131,81,40,10
44751471,6708190,4,20140106153831,01,131,81,40,10
931861,6708190,4,20131226155304,12,131,81,40,10
320420,6708190,1,20131218170055,12,131,81,40,10
415141,6708190,3,20131214222048,12,131,81,40,10
45850347,6708190,3,20131210095757,12,131,81,40,10
34994918,6708190,5,20131205114330,12,131,81,40,10
50152189,6327338,4,20160508104834,05,188,132,47,8
49723819,6327338,4,20160506152626,05,188,132,47,8
49103496,6327338,1,20160405124016,04,188,132,47,8
17448152,6327338,5,20160307125119,03,188,132,47,8
90327278,6327338,5,20160305145010,03,188,132,47,8
46570889,6327338,5,20160229003104,02,188,132,47,8
62548872,6327338,4,20160221082107,02,188,132,47,8
85924734,6327338,3,20160219161230,02,188,132,47,8
47575117,6327338,3,20160217175634,02,188,132,47,8
63055243,6327338,4,20160217104756,02,188,132,47,8
32881408,6327338,5,20160206084946,02,188,132,47,8
5436371,6327338,4,20160119164331,01,188,132,47,8
11085951,6327338,3,20160119002333,01,188,132,47,8
83887354,6327338,3,20160117194558,01,188,132,47,8
35442077,6327338,5,20160117152058,01,188,132,47,8
5694086,6328001,4,20131202221532,12,157,101,46,10
46935126,6328001,5,20131202154737,12,157,101,46,10
32753444,6328001,5,20131201145849,12,157,101,46,10
36870910,6328001,4,20131201084050,12,157,101,46,10
17450462,6328001,1,20131130042410,11,157,101,46,10
19816073,6328001,3,20131128141310,11,157,101,46,10
62730012,6328001,5,20131127104116,11,157,101,46,10
53393176,6328001,4,20131127092748,11,157,101,46,10
142919,6328001,3,20131124221643,11,157,101,46,10
686915,6328001,5,20131116223228,11,157,101,46,10
19188369,6328001,4,20131115151050,11,157,101,46,10
695914,6328001,5,20131108125337,11,157,101,46,10
47515902,6328001,5,20131106112818,11,157,101,46,10
80903310,6328001,5,20131102082633,11,157,101,46,10
89151063,6328001,5,20131101114535,11,157,101,46,10
19585411,6708190,4,20140919103103,09,131,81,40,10
389165,6708190,4,20140919103006,09,131,81,40,10
5147277,6708190,4,20140919102142,09,131,81,40,10
47564569,6708190,4,20140919100658,09,131,81,40,10
19290078,6708190,3,20140801224114,08,131,81,40,10
19484799,6708190,5,20140729163223,07,131,81,40,10
17312837,6708190,3,20140728212656,07,131,81,40,10
5751282,6708190,4,20140727175521,07,131,81,40,10
48458539,6708190,4,20140726201928,07,131,81,40,10
37456147,6708190,5,20140721085410,07,131,81,40,10
50473920,6708190,4,20140719195601,07,131,81,40,10
81350966,6708190,3,20140712002749,07,131,81,40,10
65092398,6708190,5,20140625114523,06,131,81,40,10
33049467,6708190,5,20140623094915,06,131,81,40,10
33353983,6708190,5,20140528154240,05,131,81,40,10
42485995,7920795,4,20160309151649,03,4,1,0,0
90520219,7920795,5,20160228161412,02,4,1,0,0
32973377,7920795,5,20160221094841,02,4,1,0,0
75608717,7920795,3,20150810112843,08,4,1,0,0
54061661,6327338,3,20161023215025,10,188,132,47,8
62391484,6327338,4,20161022113708,10,188,132,47,8
82209469,6327338,4,20161018144613,10,188,132,47,8
69732104,6327338,3,20160912153724,09,188,132,47,8
60928964,6327338,4,20160905085444,09,188,132,47,8
52517461,6327338,3,20160808185757,08,188,132,47,8
93589903,6327338,4,20160804182110,08,188,132,47,8
5274621,6327338,4,20160801180500,08,188,132,47,8
51519856,6327338,5,20160722141315,07,188,132,47,8
89810919,6327338,3,20160710212111,07,188,132,47,8
93214875,6327338,3,20160630080532,06,188,132,47,8
46845986,6327338,4,20160525164325,05,188,132,47,8
17140763,6327338,5,20160524060601,05,188,132,47,8
44511814,6327338,5,20160516110142,05,188,132,47,8
77270551,6327338,3,20160509145335,05,188,132,47,8
10384361,6328001,3,20140515182324,05,157,101,46,10
64988073,6328001,5,20140415131831,04,157,101,46,10
10960195,6328001,1,20140410095748,04,157,101,46,10
17133933,6328001,4,20140312112558,03,157,101,46,10
17694794,6328001,5,20140311103858,03,157,101,46,10
82478566,6328001,4,20140225121102,02,157,101,46,10
34203465,6328001,1,20140221110703,02,157,101,46,10
5756179,6328001,5,20140216033124,02,157,101,46,10
70433440,6328001,4,20140201194429,02,157,101,46,10
730809,6328001,5,20140120093525,01,157,101,46,10
66395213,6328001,5,20131230222552,12,157,101,46,10
931861,6328001,3,20131226151503,12,157,101,46,10
77394413,6328001,4,20131214101303,12,157,101,46,10
88558496,6328001,5,20131210222149,12,157,101,46,10
642053,6328001,4,20131204084544,12,157,101,46,10
88246075,6708190,5,20150222183204,02,131,81,40,10
56357649,6708190,5,20150216220016,02,131,81,40,10
87150065,6708190,3,20150211093901,02,131,81,40,10
19278673,6708190,5,20150201000321,02,131,81,40,10
84385500,6708190,5,20150126154714,01,131,81,40,10
254833,6708190,3,20150122113056,01,131,81,40,10
947776,6708190,3,20141230051655,12,131,81,40,10
88505276,6708190,5,20141218154714,12,131,81,40,10
17578938,6708190,3,20141203211924,12,131,81,40,10
48920067,6708190,5,20141124165805,11,131,81,40,10
84766638,6708190,4,20141118220302,11,131,81,40,10
49623999,6708190,3,20141022233452,10,131,81,40,10
53152326,6708190,2,20141007233027,10,131,81,40,10
10178851,6708190,4,20140919111611,09,131,81,40,10
1015197,6708190,4,20140919103718,09,131,81,40,10
93203452,6327338,4,20170405102240,04,188,132,47,8
58597259,6327338,5,20170404114505,04,188,132,47,8
17593819,6327338,4,20170902094302,09,188,132,47,8
47103680,6327338,5,20170824211356,08,188,132,47,8
70995877,6327338,5,20170817132803,08,188,132,47,8
34701954,6327338,4,20170711181755,07,188,132,47,8
74680036,6327338,4,20170618090454,06,188,132,47,8
88053504,6327338,4,20170503213843,05,188,132,47,8
10450014,6327338,5,20170502105312,05,188,132,47,8
58261042,6327338,5,20170306160545,03,188,132,47,8
40672124,6327338,5,20170228150256,02,188,132,47,8
92683981,6327338,4,20170219111848,02,188,132,47,8
62789853,6327338,4,20170208172621,02,188,132,47,8
69456099,6327338,3,20170113145710,01,188,132,47,8
413041,6327338,4,20170111184259,01,188,132,47,8
87106417,6328001,4,20140923130854,09,157,101,46,10
59779587,6328001,4,20140913182617,09,157,101,46,10
57512375,6328001,5,20140905162410,09,157,101,46,10
50473920,6328001,3,20140904210404,09,157,101,46,10
85840874,6328001,3,20140827093059,08,157,101,46,10
19758200,6328001,3,20140807094751,08,157,101,46,10
126290,6328001,5,20140805104111,08,157,101,46,10
19423691,6328001,2,20140731091425,07,157,101,46,10
51865146,6328001,3,20140721172750,07,157,101,46,10
19621319,6328001,2,20140708084916,07,157,101,46,10
59329257,6328001,4,20140630110959,06,157,101,46,10
49531078,6328001,5,20140620090609,06,157,101,46,10
80633058,6328001,5,20140606112235,06,157,101,46,10
5361561,6328001,2,20140602143529,06,157,101,46,10
50856079,6328001,4,20140517232629,05,157,101,46,10
85624879,1067526,4,20140529114450,05,140,98,37,5
1038292,1067526,4,20140529113953,05,140,98,37,5
2459067,1067526,5,20140225154132,02,140,98,37,5
17462325,1067526,4,20131102130532,11,140,98,37,5
45349779,1067526,4,20140727154132,07,140,98,37,5
1325058,6708190,5,20150813075858,08,131,81,40,10
43378001,6708190,1,20150812204251,08,131,81,40,10
88066231,6708190,4,20150809010238,08,131,81,40,10
54483776,6708190,3,20150729095228,07,131,81,40,10
42369905,6708190,3,20150723160204,07,131,81,40,10
36759789,6708190,5,20150616102216,06,131,81,40,10
17224276,6708190,5,20150608161700,06,131,81,40,10
81982886,6708190,4,20150529200327,05,131,81,40,10
56978592,6708190,3,20150425111510,04,131,81,40,10
74717399,6708190,3,20150422035645,04,131,81,40,10
72508266,6708190,5,20150420150215,04,131,81,40,10
81049861,6708190,4,20150405123946,04,131,81,40,10
85517961,6708190,4,20150331164311,03,131,81,40,10
46952898,6708190,4,20150323185040,03,131,81,40,10
30777441,6708190,5,20150227082307,02,131,81,40,10
68347185,6328001,4,20141212102825,12,157,101,46,10
17128128,6328001,5,20141202132417,12,157,101,46,10
81157256,6328001,4,20141128112934,11,157,101,46,10
11012226,6328001,5,20141011150848,10,157,101,46,10
17644891,6328001,4,20141011135542,10,157,101,46,10
74371078,6328001,4,20141009083657,10,157,101,46,10
17483425,6328001,3,20141008165644,10,157,101,46,10
19604943,6328001,3,20141008111339,10,157,101,46,10
19397604,6328001,2,20141008105107,10,157,101,46,10
1099608,6328001,5,20141001162420,10,157,101,46,10
259095,6328001,5,20140929102728,09,157,101,46,10
15003573,6328001,5,20140929100046,09,157,101,46,10
19074034,6328001,5,20140928170041,09,157,101,46,10
17274101,6328001,5,20140928165411,09,157,101,46,10
78604814,6328001,4,20140925150130,09,157,101,46,10
84923191,1067526,5,20140801132723,08,140,98,37,5
56715090,1067526,4,20140724172452,07,140,98,37,5
87629739,1067526,4,20140720214436,07,140,98,37,5
789727,1067526,4,20140714135859,07,140,98,37,5
5173361,1067526,4,20140711075026,07,140,98,37,5
10365904,1067526,5,20140704222702,07,140,98,37,5
19623506,1067526,5,20140701170538,07,140,98,37,5
19818392,1067526,5,20140630160405,06,140,98,37,5
19083211,1067526,5,20140609104826,06,140,98,37,5
66637740,1067526,5,20140606111818,06,140,98,37,5
952030,1067526,4,20140530145035,05,140,98,37,5
19201869,1067526,4,20140530144223,05,140,98,37,5
43365288,1067526,4,20140529124515,05,140,98,37,5
394376,1067526,4,20140529122611,05,140,98,37,5
815286,1067526,4,20140529122432,05,140,98,37,5
42720731,6708190,4,20150924112959,09,131,81,40,10
80871524,6708190,4,20150923084831,09,131,81,40,10
38562125,6708190,4,20150922095625,09,131,81,40,10
19879435,6708190,5,20150920103445,09,131,81,40,10
19988955,6708190,5,20150919215732,09,131,81,40,10
65233621,6708190,4,20150919170834,09,131,81,40,10
88379544,6708190,3,20150909151951,09,131,81,40,10
575209,6708190,5,20150909112558,09,131,81,40,10
69607454,6708190,2,20150905002855,09,131,81,40,10
825398,6708190,3,20150901211016,09,131,81,40,10
5550189,6708190,5,20150831093551,08,131,81,40,10
30569880,6708190,5,20150823211023,08,131,81,40,10
76279411,6708190,3,20150821111245,08,131,81,40,10
74890127,6708190,4,20150818215055,08,131,81,40,10
74303934,6708190,4,20150813094849,08,131,81,40,10
57086068,5428984,1,20131129222456,11,3,2,0,0
48242209,5428984,3,20131018084739,10,3,2,0,0
65304920,5428984,1,20131014213505,10,3,2,0,0
35013523,6327353,4,20161030161745,10,10,1,1,0
92857356,6327353,4,20160324194234,03,10,1,1,0
91640367,6327353,4,20160324193608,03,10,1,1,0
92866242,6327353,4,20160324192501,03,10,1,1,0
91617963,6327353,4,20160324192021,03,10,1,1,0
46570889,6327353,5,20160317134940,03,10,1,1,0
17317798,6327353,4,20150817104832,08,10,1,1,0
5133714,6327353,3,20140610103809,06,10,1,1,0
17099849,6327353,5,20131127125440,11,10,1,1,0
603768,6327353,2,20131115112909,11,10,1,1,0
10133540,6328001,4,20150329194225,03,157,101,46,10
36418624,6328001,4,20150305152655,03,157,101,46,10
19157676,6328001,4,20150222222124,02,157,101,46,10
52892494,6328001,5,20150211093109,02,157,101,46,10
84385500,6328001,5,20150126151224,01,157,101,46,10
59070695,6328001,4,20150122172942,01,157,101,46,10
39682449,6328001,3,20150121122400,01,157,101,46,10
56423436,6328001,5,20150116140806,01,157,101,46,10
79225803,6328001,4,20150115125332,01,157,101,46,10
83411829,6328001,3,20150115014447,01,157,101,46,10
63996293,6328001,5,20150114101951,01,157,101,46,10
56883250,6328001,4,20150113235337,01,157,101,46,10
5097222,6328001,4,20141229082246,12,157,101,46,10
