19441100,10007,4,20160808,08,15808
77769807,10007,5,20160720,07,15808
66058329,10007,5,20160526,05,15808
84439111,10007,5,20160524,05,15808
90460320,10007,5,20160401,04,15808
90520219,10007,5,20160327,03,15808
80048035,10007,5,20160317,03,15808
17470407,10007,4,20151027,10,15808
50127877,10007,3,20151120,11,15808
10403306,7900619,5,20140526,05,12205
42722877,7900619,5,20140522,05,12205
82696130,7900619,3,20140427,04,12205
47994669,7900619,3,20140424,04,12205
82852360,7900619,3,20140418,04,12205
51896978,7900619,4,20140417,04,12205
82030363,7900619,5,20140415,04,12205
69612300,7900619,5,20140415,04,12205
30117631,7900619,5,20140414,04,12205
75892404,7900619,5,20140406,04,12205
64478730,7900619,3,20140328,03,12205
51320133,7900619,4,20140324,03,12205
66807807,7900619,5,20140318,03,12205
176386,7900619,5,20140316,03,12205
17217882,7900619,5,20140225,02,12205
1087033,9033765,4,20160824,08,12456
68397948,9033765,3,20160817,08,12456
10569898,9033765,1,20160730,07,12456
33122061,9033765,5,20160701,07,12456
55066214,9033765,3,20160610,06,12456
35996631,9033765,5,20160512,05,12456
5131876,9033765,5,20160413,04,12456
49232376,9033765,5,20160407,04,12456
48242209,9033765,4,20160319,03,12456
39942441,882154,5,20141224,12,12456
2131530,882154,5,20141209,12,12456
42768183,882154,3,20141105,11,12456
19302912,882154,4,20140926,09,12456
51990330,882154,4,20140926,09,12456
158081,882154,3,20140920,09,12456
59904862,882154,5,20140917,09,12456
5384605,882154,4,20140908,09,12456
71196672,882154,3,20140902,09,12456
17229738,882154,3,20140828,08,12456
17245887,882154,3,20140815,08,12456
86718933,882154,1,20140808,08,12456
17374199,882154,5,20140728,07,12456
10240389,882154,3,20140726,07,12456
17658201,882154,5,20140717,07,12456
67535465,7900619,3,20140901,09,12456
52576710,7900619,4,20140822,08,12456
36281389,7900619,4,20140822,08,12456
587403,7900619,3,20140818,08,12456
17297059,7900619,5,20140812,08,12456
90029721,7900619,5,20140804,08,12456
83683458,7900619,5,20140731,07,12456
939227,7900619,4,20140727,07,12456
52666344,7900619,5,20140725,07,12456
37076884,7900619,5,20140707,07,12456
43069673,7900619,5,20140628,06,12456
739287,7900619,2,20140625,06,12456
48089716,7900619,4,20140616,06,12456
19083211,7900619,3,20140609,06,12456
35790884,7900619,4,20140527,05,12456
927538,882154,3,20150809,08,12456
49623999,882154,3,20150805,08,12456
54483776,882154,3,20150729,07,12456
36759789,882154,5,20150616,06,12456
17224276,882154,4,20150609,06,12456
90115323,882154,5,20150505,05,12456
1385476500,882154,5,20150420,04,12456
89815846,882154,3,20150406,04,12456
58813115,882154,3,20150404,04,12456
59356254,882154,4,20150310,03,12456
710037,882154,5,20150302,03,12456
31984744,882154,3,20150224,02,12456
42106862,882154,4,20150206,02,12456
553001,882154,4,20150114,01,12456
364868,882154,3,20150106,01,12456
85346623,9033765,1,20170805,08,12456
63945255,9033765,1,20170804,08,12456
46134329,9033765,1,20170616,06,12456
5260697,9033765,4,20170302,03,12456
5517678,9033765,5,20170901,09,12456
85554465,9033765,4,20170813,08,12456
5148322,9033765,1,20170805,08,12456
5606415,9033765,5,20170731,07,12456
88653982,9033765,1,20170629,06,12456
75427849,9033765,4,20170125,01,12456
37730719,9033765,1,20170115,01,12456
33410508,9033765,5,20161223,12,12456
63221833,9033765,1,20161007,10,12456
64665009,9033765,5,20160911,09,12456
93126362,9033765,3,20160828,08,12456
17089746,5438654,5,20140304,03,13070
30090484,7925427,3,20160427,04,8415
40884383,7925427,3,20150929,09,8415
68226330,7925427,3,20150921,09,8415
62632430,7925427,3,20150822,08,8415
48262917,7925427,3,20150810,08,8415
75063435,7925427,3,20150507,05,8415
57816645,7925427,5,20140831,08,8415
19338802,7925427,3,20140822,08,8415
87269511,7900619,4,20150525,05,8415
86921328,7900619,3,20150316,03,8415
35758270,7900619,5,20150210,02,8415
83084459,7900619,4,20150206,02,8415
43974402,7900619,5,20150119,01,8415
66944167,7900619,5,20150118,01,8415
50257914,7900619,4,20141229,12,8415
89513539,7900619,5,20141224,12,8415
82680859,7900619,5,20141201,12,8415
82034884,7900619,5,20141130,11,8415
60398453,7900619,5,20141125,11,8415
65035792,7900619,5,20141109,11,8415
36663779,7900619,4,20141031,10,8415
71722033,7900619,5,20141024,10,8415
39164466,7900619,4,20140925,09,8415
66716514,882154,2,20151105,11,8415
66441144,882154,3,20151028,10,8415
91461705,882154,5,20151022,10,8415
17459344,882154,5,20151016,10,8415
72261354,882154,5,20151015,10,8415
59682099,882154,4,20150929,09,8415
17460966,882154,4,20150922,09,8415
57727670,882154,4,20150913,09,8415
64005679,882154,3,20150829,08,8415
5556565,882154,5,20150827,08,8415
39845602,882154,3,20150826,08,8415
55202325,882154,5,20150822,08,8415
84365595,882154,5,20150821,08,8415
43992553,882154,3,20150817,08,8415
74308733,882154,5,20150812,08,8415
64557049,7900619,4,20150906,09,8415
32027439,7900619,3,20150902,09,8415
90475469,7900619,4,20150828,08,8415
70185211,7900619,5,20150826,08,8415
78539843,7900619,4,20150819,08,8415
58181166,7900619,3,20150813,08,8415
13002777,7900619,4,20150811,08,8415
5128290,7900619,5,20150809,08,8415
87842863,7900619,3,20150808,08,8415
44964196,7900619,4,20150725,07,8415
48422064,7900619,4,20150713,07,8415
71983294,7900619,4,20150711,07,8415
5148411,7900619,4,20150617,06,8415
532842,7900619,5,20150612,06,8415
39377816,7900619,3,20150605,06,8415
94059532,5438654,5,20170615,06,8415
89811568,5438654,4,20160907,09,8415
70833090,5438654,5,20160522,05,8415
92056148,5438654,5,20160411,04,8415
266064,5438654,3,20160304,03,8415
646104,5438654,4,20151217,12,8415
73910484,5438654,5,20150819,08,8415
50891966,5438654,4,20150604,06,8415
89327496,5438654,4,20150528,05,8415
19055882,5438654,4,20140903,09,8415
277422,5438654,4,20140614,06,8415
41039044,5438654,5,20140612,06,8415
16005983,5438654,5,20140507,05,8415
42194661,5438654,5,20140502,05,8415
44346443,5438654,5,20140410,04,8415
60108329,882154,1,20160503,05,8415
92998014,882154,2,20160427,04,8415
247109,882154,5,20160421,04,8415
31742939,882154,5,20160420,04,8415
82451346,882154,4,20160414,04,8415
70992406,882154,5,20160404,04,8415
266064,882154,3,20160322,03,8415
50891966,882154,4,20160319,03,8415
70035012,882154,4,20160310,03,8415
92934694,882154,4,20160310,03,8415
68938784,882154,3,20160217,02,8415
17236981,882154,4,20160216,02,8415
51719256,882154,5,20150630,06,8415
41011267,882154,5,20151219,12,8415
59758796,882154,3,20151127,11,8415
19184685,5429548,5,20140518,05,11945
16005983,5429548,5,20140507,05,11945
39162470,5429548,4,20131204,12,11945
61596267,5429548,3,20131201,12,11945
39898072,5429548,2,20131129,11,11945
30740216,5429548,4,20131128,11,11945
17483146,5429548,5,20131112,11,11945
79740933,5429548,4,20131019,10,11945
19673110,5429548,3,20131018,10,11945
61606777,5429548,2,20131017,10,11945
19513229,5429548,4,20131015,10,11945
180497,7900619,4,20151117,11,11945
70099074,7900619,5,20151030,10,11945
49913469,7900619,3,20151028,10,11945
17534632,7900619,3,20151026,10,11945
66507763,7900619,4,20151020,10,11945
646104,7900619,5,20151016,10,11945
60668533,7900619,4,20151016,10,11945
48696480,7900619,3,20151001,10,11945
38057506,7900619,5,20150930,09,11945
74667840,7900619,4,20150925,09,11945
85737125,7900619,3,20150921,09,11945
52565054,7900619,5,20150917,09,11945
19203253,7900619,5,20150910,09,11945
69938340,7900619,4,20150910,09,11945
34776074,7900619,5,20150910,09,11945
93201491,882154,3,20170908,09,11945
32220572,882154,4,20170916,09,11945
93814475,882154,3,20170904,09,11945
47918577,882154,3,20170818,08,11945
75780321,882154,3,20170621,06,11945
69873476,882154,4,20170301,03,11945
38366609,882154,3,20170130,01,11945
82774539,882154,4,20161109,11,11945
19702329,882154,3,20160815,08,11945
65324505,882154,4,20160807,08,11945
50874310,882154,3,20160729,07,11945
53271190,882154,1,20160728,07,11945
93044542,882154,5,20160616,06,11945
93102250,882154,3,20160517,05,11945
82478566,882154,3,20160504,05,11945
113215,5429548,4,20170510,05,11945
58113986,5429548,4,20161103,11,11945
19199774,5429548,4,20170703,07,11945
717952,5429548,4,20170421,04,11945
50572648,5429548,4,20170207,02,11945
33824188,5429548,5,20170104,01,11945
92341786,5429548,3,20161217,12,11945
30423168,5429548,5,20160920,09,11945
17611824,5429548,3,20160216,02,11945
17336604,5429548,5,20150916,09,11945
79983930,5429548,5,20150913,09,11945
587403,5429548,5,20140816,08,11945
17371764,5429548,4,20140614,06,11945
41039044,5429548,5,20140612,06,11945
19205406,5429548,4,20140522,05,11945
91659947,7900619,3,20160101,01,11945
57197974,7900619,4,20151118,11,11945
51719256,7900619,5,20150630,06,11945
93027865,7900619,1,20151230,12,11945
92905541,7900619,3,20151218,12,11945
899293,7900619,5,20151218,12,11945
63128166,7900619,5,20151215,12,11945
819105,7900619,3,20151215,12,11945
10223480,7900619,3,20151215,12,11945
17473712,7900619,3,20151212,12,11945
91610079,7900619,3,20151209,12,11945
51638113,7900619,4,20151206,12,11945
46935126,7900619,5,20151204,12,11945
59293123,7900619,4,20151203,12,11945
34791560,7900619,2,20151120,11,11945
50572648,5438625,5,20170207,02,12194
347646,5438625,4,20160619,06,12194
46924640,5438625,4,20160506,05,12194
92724225,5438625,3,20151205,12,12194
37950446,5438625,2,20151023,10,12194
17179679,5438625,4,20151012,10,12194
83644659,5439268,3,20131201,12,8914
30165155,5439268,4,20131129,11,8914
549940,5439268,5,20131125,11,8914
19313695,5439268,4,20131120,11,8914
66885918,5439268,5,20131114,11,8914
51811822,5439268,4,20131108,11,8914
77394413,5439268,4,20131103,11,8914
19887561,5439268,4,20131022,10,8914
263128,19235,4,20120220,02,12047
184801,19235,5,20110815,08,12047
138222,19235,5,20110506,05,12047
61186573,5439268,3,20140822,08,12047
430511,5439268,4,20140822,08,12047
19043671,5439268,3,20140822,08,12047
33164956,5439268,5,20140822,08,12047
77877568,5439268,4,20140822,08,12047
17450462,5439268,1,20140821,08,12047
50473920,5439268,3,20140805,08,12047
17489153,5439268,5,20140616,06,12047
39369818,5439268,5,20140510,05,12047
73750140,5439268,5,20140504,05,12047
82478566,5439268,2,20140421,04,12047
19553083,5439268,5,20140312,03,12047
4132787,5439268,3,20140219,02,12047
77607750,5439268,5,20140213,02,12047
44284508,5439268,5,20131205,12,12047
17117666,19235,5,20140626,06,12047
54581667,19235,4,20140623,06,12047
33321359,19235,3,20140620,06,12047
17734056,19235,4,20140616,06,12047
43469532,19235,3,20140611,06,12047
855165,19235,5,20140521,05,12047
17700340,19235,5,20140511,05,12047
62081102,19235,5,20140429,04,12047
17487179,19235,2,20131222,12,12047
5396404,19235,3,20131215,12,12047
51360296,19235,1,20131211,12,12047
5011619,19235,4,20131203,12,12047
5104825,19235,4,20130507,05,12047
5018311,19235,3,20130507,05,12047
5235991,19235,4,20130506,05,12047
74267586,7900619,4,20170114,01,12047
88415220,7900619,4,20170911,09,12047
93953659,7900619,5,20161215,12,12047
93793362,7900619,4,20161206,12,12047
91672464,7900619,3,20161123,11,12047
87705614,7900619,5,20161107,11,12047
19398796,7900619,4,20160818,08,12047
75300853,7900619,4,20160803,08,12047
93044542,7900619,5,20160616,06,12047
68706316,7900619,5,20160504,05,12047
82223415,7900619,5,20160420,04,12047
45031855,7900619,3,20160413,04,12047
92608181,7900619,3,20160410,04,12047
48512606,7900619,4,20160406,04,12047
74284578,7900619,4,20160130,01,12047
71196672,8081626,5,20151103,11,11807
17602333,8081626,5,20151027,10,11807
67326084,8081626,5,20151019,10,11807
79558682,8081626,5,20151016,10,11807
81286324,8081626,3,20151010,10,11807
58807649,8081626,4,20150829,08,11807
35848564,8081626,3,20150825,08,11807
72217296,8081626,3,20150816,08,11807
30022167,8081626,4,20150806,08,11807
51895487,8081626,3,20150726,07,11807
34371327,8081626,5,20150306,03,11807
47303066,8081626,4,20150303,03,11807
19024978,8081626,5,20140926,09,11807
17487179,8081626,5,20140926,09,11807
63160311,19235,4,20141023,10,11807
73147196,19235,4,20140924,09,11807
88590900,19235,5,20140918,09,11807
725345,19235,4,20140906,09,11807
54996189,19235,5,20140902,09,11807
62935680,19235,4,20140813,08,11807
5436776,19235,4,20140813,08,11807
57625683,19235,3,20140812,08,11807
5319306,19235,4,20140812,08,11807
84618389,19235,4,20140812,08,11807
38894210,19235,3,20140812,08,11807
19354600,19235,3,20140804,08,11807
19484799,19235,5,20140729,07,11807
554407,19235,4,20140715,07,11807
60794278,19235,3,20140711,07,11807
78065230,5439268,3,20170820,08,11807
35310619,5439268,4,20160923,09,11807
57941387,5439268,3,20160611,06,11807
72614919,5439268,2,20160229,02,11807
92857356,5439268,4,20160117,01,11807
5521536,5439268,5,20151204,12,11807
52188446,5439268,3,20151230,12,11807
91640367,5439268,4,20151227,12,11807
92866242,5439268,4,20151223,12,11807
91617963,5439268,3,20151214,12,11807
36759789,5439268,5,20150616,06,11807
82858214,5439268,5,20150219,02,11807
72221225,5439268,4,20150219,02,11807
73452121,5439268,5,20141218,12,11807
36896032,5439268,1,20141129,11,11807
50221968,5437590,3,20131114,11,12332
84645381,5437590,4,20131114,11,12332
17483146,5437590,4,20131114,11,12332
19954482,5437590,5,20131023,10,12332
19887561,5437590,3,20131022,10,12332
19203346,5437590,3,20131022,10,12332
17435619,5437590,5,20131019,10,12332
36446496,5437590,3,20131018,10,12332
329685,5437590,1,20131016,10,12332
10745549,5437590,3,20131016,10,12332
19930977,5437590,1,20131014,10,12332
582685,5437590,3,20131014,10,12332
85189939,5437590,5,20131014,10,12332
38217665,5437590,3,20130830,08,12332
90330248,8081626,5,20160515,05,12332
90115472,8081626,4,20160515,05,12332
247109,8081626,5,20160515,05,12332
326816,8081626,3,20160417,04,12332
30448327,8081626,4,20160408,04,12332
83734680,8081626,5,20160407,04,12332
73378937,8081626,2,20160331,03,12332
69281636,8081626,5,20160308,03,12332
304901,8081626,5,20160208,02,12332
64854124,8081626,3,20160131,01,12332
667293,8081626,4,20160119,01,12332
48746161,8081626,5,20151227,12,12332
90115323,8081626,5,20151218,12,12332
92516709,8081626,5,20151130,11,12332
91557173,8081626,3,20151106,11,12332
55190121,6583842,3,20170814,08,13065
86917917,6583842,3,20160226,02,13065
45279243,6583842,5,20151130,11,13065
75543612,6583842,4,20151011,10,13065
36759789,6583842,5,20150616,06,13065
32773399,6583842,5,20150613,06,13065
42485995,6583842,3,20150112,01,13065
53451055,6583842,4,20141227,12,13065
71318879,6583842,4,20141118,11,13065
19840658,6583842,5,20141028,10,13065
72045660,19235,4,20150830,08,13065
67296102,19235,4,20150824,08,13065
5188202,19235,3,20150812,08,13065
69493799,19235,4,20150812,08,13065
30670797,19235,3,20150809,08,13065
41608243,19235,2,20150809,08,13065
1105321,19235,4,20150807,08,13065
33936233,19235,3,20150804,08,13065
56493803,19235,3,20150729,07,13065
36759789,19235,5,20150616,06,13065
90509052,19235,4,20150614,06,13065
17587617,19235,5,20150507,05,13065
69613663,19235,3,20150111,01,13065
85900786,19235,3,20141028,10,13065
62639641,19235,4,20141026,10,13065
752740,5437590,3,20131129,11,13065
17498772,5437590,5,20131129,11,13065
10255078,5437590,4,20131128,11,13065
10255078,5437590,3,20131128,11,13065
17179679,5437590,3,20131128,11,13065
89990577,5437590,3,20131128,11,13065
857497,5437590,5,20131127,11,13065
4026283,5437590,1,20131126,11,13065
555330,5437590,5,20131126,11,13065
77592989,5437590,5,20131126,11,13065
770147,5437590,4,20131125,11,13065
57209437,5437590,5,20131123,11,13065
19191398,5437590,3,20131123,11,13065
46221031,5437590,4,20131121,11,13065
64970686,5437590,1,20131120,11,13065
94082370,8081626,4,20170904,09,13065
61814499,8081626,4,20170818,08,13065
38075698,8081626,3,20170703,07,13065
1383397363,8081626,3,20170609,06,13065
76083947,8081626,4,20170607,06,13065
53407135,8081626,4,20170527,05,13065
69873476,8081626,4,20170301,03,13065
57727670,8081626,4,20161229,12,13065
93793362,8081626,3,20161215,12,13065
82774539,8081626,4,20161109,11,13065
13081795,8081626,4,20160804,08,13065
54963106,8081626,5,20160719,07,13065
56933918,8081626,4,20160622,06,13065
41011267,8081626,4,20160516,05,13065
82451346,8081626,5,20160516,05,13065
17450462,934421,3,20140625,06,10658
19116177,934421,4,20140621,06,10658
72217296,934421,4,20140620,06,10658
39440870,934421,4,20140613,06,10658
19867468,934421,4,20140611,06,10658
73680187,934421,5,20140518,05,10658
75499583,934421,5,20140403,04,10658
48312755,934421,5,20140214,02,10658
79840162,934421,4,20131114,11,10658
65304920,934421,5,20131016,10,10658
19143224,934421,5,20140614,06,10658
10647032,19235,3,20170819,08,10658
45867656,19235,5,20170716,07,10658
60622216,19235,5,20170205,02,10658
32307882,19235,3,20161206,12,10658
59836378,19235,2,20161003,10,10658
93509079,19235,2,20160628,06,10658
93173876,19235,5,20160604,06,10658
71254272,19235,3,20160501,05,10658
53294015,19235,3,20160217,02,10658
93131840,19235,5,20160105,01,10658
90325736,19235,4,20151209,12,10658
84160659,19235,3,20151102,11,10658
53616213,19235,5,20151025,10,10658
46722755,19235,4,20151015,10,10658
43974402,19235,5,20150916,09,10658
39813882,6329909,5,20141029,10,11789
19050453,6329909,3,20140909,09,11789
67893573,6329909,5,20140826,08,11789
19575473,6329909,5,20140802,08,11789
396583,6329909,4,20140703,07,11789
855165,6329909,4,20140516,05,11789
19191398,6329909,5,20131213,12,11789
435256,6329909,4,20131205,12,11789
438791,6329909,4,20131116,11,11789
72186862,6329909,5,20131109,11,11789
695914,6329909,5,20131108,11,11789
1053116,6329909,5,20131024,10,11789
152668,6329909,1,20130913,09,11789
49623999,5437590,4,20140224,02,11789
76413826,5437590,5,20140209,02,11789
71781062,5437590,4,20140205,02,11789
64397620,5437590,3,20140202,02,11789
888517,5437590,3,20140202,02,11789
17624647,5437590,4,20140123,01,11789
369050,5437590,2,20140102,01,11789
82478566,5437590,4,20131228,12,11789
194819,5437590,5,20131226,12,11789
10182328,5437590,5,20131220,12,11789
44463221,5437590,5,20131217,12,11789
17304310,5437590,2,20131212,12,11789
50740165,5437590,3,20131207,12,11789
46935126,5437590,3,20131203,12,11789
44284508,5437590,4,20131201,12,11789
957684,934421,3,20150918,09,11789
46300995,934421,3,20150823,08,11789
30839388,934421,5,20150819,08,11789
5133714,934421,3,20150806,08,11789
5627400,934421,5,20150623,06,11789
17465675,934421,4,20150617,06,11789
76279411,934421,4,20150610,06,11789
35955494,934421,4,20141031,10,11789
85840874,934421,5,20141008,10,11789
81928271,934421,3,20140928,09,11789
64490794,934421,4,20140906,09,11789
50473920,934421,3,20140902,09,11789
17450462,934421,3,20140725,07,11789
84139345,934421,4,20140714,07,11789
17450462,934421,3,20140625,06,11789
66791356,5437590,5,20140518,05,11789
61949464,5437590,3,20140505,05,11789
31979453,5437590,4,20140504,05,11789
13001179,5437590,4,20140426,04,11789
46259312,5437590,3,20140425,04,11789
17307548,5437590,5,20140424,04,11789
56113394,5437590,3,20140420,04,11789
17761196,5437590,4,20140411,04,11789
83638683,5437590,3,20140404,04,11789
75445904,5437590,5,20140402,04,11789
33615023,5437590,3,20140318,03,11789
13022435,5437590,3,20140311,03,11789
5451212,5437590,3,20140305,03,11789
19678204,5437590,4,20140225,02,11789
863057,5437590,5,20140224,02,11789
57623748,6329909,3,20150803,08,11789
13083871,6329909,5,20150725,07,11789
5409365,6329909,4,20150610,06,11789
83375004,6329909,5,20150518,05,11789
10263957,6329909,5,20150513,05,11789
53858973,6329909,5,20150425,04,11789
10144921,6329909,4,20150420,04,11789
43974402,6329909,5,20150112,01,11789
17256151,6329909,5,20150109,01,11789
364868,6329909,5,20150106,01,11789
5331641,6329909,3,20150104,01,11789
10403306,6329909,3,20141128,11,11789
362882,6329909,4,20141111,11,11789
39676408,6329909,3,20141107,11,11789
59495230,6329909,4,20141031,10,11789
45988607,6565751,5,20140723,07,9789
19143224,6565751,5,20140709,07,9789
50473920,6565751,4,20140706,07,9789
17450462,6565751,4,20140627,06,9789
75675768,6329909,5,20151105,11,9789
67326084,6329909,5,20151029,10,9789
288045,6329909,4,20151015,10,9789
445643,6329909,5,20151014,10,9789
19774954,6329909,5,20151008,10,9789
247109,6329909,4,20150910,09,9789
64759123,6329909,5,20150830,08,9789
39939208,6329909,2,20150826,08,9789
76067298,6329909,5,20150825,08,9789
928452,6329909,3,20150820,08,9789
67296102,6329909,4,20150816,08,9789
79983930,6329909,5,20150812,08,9789
64872970,6329909,4,20150810,08,9789
48073258,6329909,3,20150807,08,9789
331928,6329909,5,20150803,08,9789
57610980,5437590,5,20140702,07,9789
53589730,5437590,4,20140628,06,9789
19818392,5437590,5,20140626,06,9789
19753122,5437590,4,20140620,06,9789
54461838,5437590,5,20140620,06,9789
30171593,5437590,4,20140609,06,9789
31987081,5437590,4,20140530,05,9789
43365288,5437590,4,20140530,05,9789
38621678,5437590,4,20140530,05,9789
77733159,5437590,5,20140529,05,9789
19402731,5437590,4,20140529,05,9789
17416628,5437590,4,20140528,05,9789
10403306,5437590,3,20140526,05,9789
813333,5437590,4,20140524,05,9789
19183481,5437590,4,20140523,05,9789
48959457,934421,4,20170710,07,9789
93814475,934421,4,20170902,09,9789
64228778,934421,1,20170419,04,9789
71096972,934421,4,20160613,06,9789
53299119,934421,3,20160528,05,9789
50891966,934421,4,20160425,04,9789
38896164,934421,4,20160315,03,9789
40923820,934421,5,20160312,03,9789
42505178,934421,3,20160303,03,9789
67887779,934421,5,20160216,02,9789
92772100,934421,5,20160209,02,9789
93011286,934421,5,20151229,12,9789
92702755,934421,5,20151203,12,9789
64369851,934421,5,20151129,11,9789
82738873,934421,5,20151011,10,9789
19693512,5426819,4,20131026,10,12583
80217242,5426819,3,20131024,10,12583
78040533,5426819,5,20131023,10,12583
86331581,5426819,3,20131022,10,12583
19887561,5426819,3,20131022,10,12583
78558098,5426819,4,20131019,10,12583
48242209,5426819,4,20131018,10,12583
5126965,5426819,5,20131017,10,12583
10250017,5426819,3,20131017,10,12583
85866277,5426819,4,20131014,10,12583
17289241,5426819,4,20140705,07,12583
19633867,5437590,3,20141211,12,12583
50114278,5437590,3,20141208,12,12583
32773399,5437590,5,20141207,12,12583
54654848,5437590,3,20141203,12,12583
35784589,5437590,5,20141126,11,12583
31175516,5437590,3,20141118,11,12583
70538266,5437590,3,20141015,10,12583
78458718,5437590,3,20141014,10,12583
89153611,5437590,5,20141005,10,12583
17465042,5437590,4,20141004,10,12583
81697281,5437590,5,20140922,09,12583
75023873,5437590,4,20140922,09,12583
84031730,5437590,5,20140919,09,12583
60471924,5437590,4,20140905,09,12583
75372645,5437590,2,20140903,09,12583
90435850,6329909,2,20160416,04,12583
69499921,6329909,5,20160319,03,12583
49668080,6329909,5,20160317,03,12583
62525698,6329909,4,20160309,03,12583
17318314,6329909,4,20160307,03,12583
91677487,6329909,4,20160306,03,12583
266064,6329909,3,20160305,03,12583
936017,6329909,5,20160227,02,12583
42208172,6329909,3,20150706,07,12583
899293,6329909,5,20151210,12,12583
45279243,6329909,5,20151207,12,12583
56244125,6329909,5,20151127,11,12583
90325669,6329909,5,20151110,11,12583
49772906,6329909,4,20151108,11,12583
63385304,6329909,5,20151108,11,12583
5074437,5426819,5,20131202,12,12583
11076005,5426819,5,20131202,12,12583
17685684,5426819,4,20131130,11,12583
57086068,5426819,5,20131129,11,12583
17304310,5426819,5,20131128,11,12583
75883295,5426819,5,20131128,11,12583
36934626,5426819,5,20131126,11,12583
77592989,5426819,5,20131126,11,12583
57209437,5426819,5,20131123,11,12583
87948480,5426819,5,20131119,11,12583
17629219,5426819,3,20131117,11,12583
19188369,5426819,5,20131115,11,12583
84558940,5426819,5,20131114,11,12583
561445,5426819,5,20131113,11,12583
17483146,5426819,5,20131113,11,12583
73814274,5437590,3,20150404,04,12583
89411638,5437590,2,20150306,03,12583
19595899,5437590,2,20150306,03,12583
78591106,5437590,3,20150303,03,12583
67046876,5437590,4,20150302,03,12583
57784614,5437590,4,20150223,02,12583
73586592,5437590,4,20150216,02,12583
5259748,5437590,4,20150211,02,12583
71278621,5437590,4,20150202,02,12583
19182518,5437590,3,20150126,01,12583
45370173,5437590,5,20150119,01,12583
89839456,5437590,5,20150105,01,12583
82550856,5437590,4,20141229,12,12583
83791113,5437590,4,20141219,12,12583
70497472,5437590,5,20141214,12,12583
17416628,5426819,4,20140528,05,12583
5364856,5426819,4,20140403,04,12583
80665298,5426819,5,20140313,03,12583
13022435,5426819,4,20140311,03,12583
86302502,5426819,5,20140228,02,12583
60129292,5426819,4,20140224,02,12583
49623999,5426819,3,20140224,02,12583
17108091,5426819,5,20140223,02,12583
1021085,5426819,3,20140217,02,12583
19329165,5426819,4,20140209,02,12583
80305219,5426819,5,20131222,12,12583
19121306,5426819,3,20131218,12,12583
19229430,5426819,4,20131218,12,12583
1088954,5426819,2,20131210,12,12583
521944,5426819,4,20131203,12,12583
94204385,6329909,2,20170911,09,12583
93814475,6329909,3,20170830,08,12583
42657297,6329909,2,20170828,08,12583
38274473,6329909,4,20170620,06,12583
93997696,6329909,1,20170612,06,12583
62433435,6329909,4,20170221,02,12583
291598,6329909,5,20161009,10,12583
46503194,6329909,5,20160929,09,12583
88436311,6329909,5,20160919,09,12583
64329250,6329909,5,20160907,09,12583
879532,6329909,3,20160809,08,12583
65581778,6329909,4,20160805,08,12583
46856126,6329909,5,20160704,07,12583
93212900,6329909,3,20160622,06,12583
34532944,6329909,5,20160420,04,12583
725345,5428131,4,20131015,10,11052
41394911,7061730,5,20140613,06,9665
60909479,7061730,4,20140612,06,9665
5052935,7061730,4,20140610,06,9665
657089,7061730,4,20140609,06,9665
87364176,7061730,5,20140521,05,9665
75499583,7061730,5,20140403,04,9665
54777317,7061730,5,20140318,03,9665
1083996,5437590,5,20150730,07,9665
