@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC

@DATA
75229984,9586,5,20161010160839
19008813,24861,5,20151007165941
841433,24861,4,20140717070545
5064767,24861,4,20131128100518
709339,11765,4,20170822202437
347646,11765,4,20161008083553
19381132,11765,5,20131116140443
19008708,11765,5,20151116100137
59514034,11765,5,20150905230025
84708821,11765,2,20150805151646
86058979,11765,4,20141031201638
19263945,11765,4,20140806112822
5281175,11765,4,20140731165230
19185372,11765,4,20140730165852
339590,11765,3,20131015151714
428393,11765,5,20120601012957
251396,11765,5,20110921195640
62843418,11663,5,20170819225607
84751936,11663,5,20170808174832
646837,11663,5,20161012131539
5544789,11663,4,20160901232614
93537113,11663,5,20160816145745
943493,11663,3,20160801080210
55874624,11663,3,20160406082637
80952533,11663,5,20160229104148
19594695,11663,4,20151022190457
41264526,11663,3,20151009131717
85725722,11663,5,20150818144047
64248613,11663,3,20150818115756
715519,11663,4,20150703215244
71498966,11663,5,20150401204237
74108459,11663,5,20140928105928
222581,10081,3,20110415125607
380671,18596,5,20120620134706
468624,18596,5,20120419105728
287516,18596,5,20120308071604
424124,18596,5,20111115221625
216662,18596,5,20111007202013
412561,18596,5,20110828064550
251396,18596,4,20110507231342
242674,18596,4,20110424003946
428393,18596,5,20110412221921
2824399,18596,4,20110401190808
434689,18596,4,20110217151701
712073,24850,2,20140806151242
10339610,24850,4,20140806151123
163581,24850,2,20140806143811
44435042,24850,4,20140806142125
19124831,24850,4,20140806135127
19504907,24850,4,20140806114731
17378263,24850,4,20140806111045
66625059,24850,4,20140806110634
17553884,24850,3,20140806103107
17402031,24850,4,20140805165843
19795682,24850,4,20140805155421
44400879,24850,3,20140805141304
72708840,24850,3,20140805132521
67988923,24850,4,20140805114656
52574534,24850,2,20140804162033
35142214,11641,4,20140804100644
239103,11641,3,20140731175857
486206,11641,4,20140731161922
19154631,11641,4,20140731120010
103764,11641,5,20140731112334
73909605,11641,4,20140528064324
490796,11641,4,20131205100941
