66494937,16,4,20171116150218,11,2487,2297,159,31
95116540,16,5,20171115123046,11,2487,2297,159,31
69817007,16,4,20171114102325,11,2487,2297,159,31
91650916,16,5,20171105112536,11,2487,2297,159,31
67432719,16,5,20171028171035,10,2487,2297,159,31
88931219,16,5,20171020151316,10,2487,2297,159,31
73036945,16,5,20171017155652,10,2487,2297,159,31
93439332,16,5,20171014001228,10,2487,2297,159,31
48481611,16,5,20171012143826,10,2487,2297,159,31
46095553,16,5,20171008141537,10,2487,2297,159,31
64033980,16,5,20171006104606,10,2487,2297,159,31
76871471,16,3,20171003202339,10,2487,2297,159,31
645624,16,5,20171002211236,10,2487,2297,159,31
78256703,16,3,20170919130722,09,2487,2297,159,31
44376223,16,4,20170917053325,09,2487,2297,159,31
94252815,16,5,20170916204226,09,2487,2297,159,31
64061794,16,4,20170915163049,09,2487,2297,159,31
17347386,16,4,20170914180657,09,2487,2297,159,31
62054348,16,5,20170908154432,09,2487,2297,159,31
48815457,16,4,20170907205426,09,2487,2297,159,31
55012395,16,5,20170903215502,09,2487,2297,159,31
68126248,16,5,20170830023440,08,2487,2297,159,31
79013698,16,4,20170817201022,08,2487,2297,159,31
93368905,16,5,20170812200033,08,2487,2297,159,31
70822732,16,1,20170809163113,08,2487,2297,159,31
73543324,16,4,20170806081500,08,2487,2297,159,31
89074457,16,5,20170802232108,08,2487,2297,159,31
33493637,16,4,20170727214231,07,2487,2297,159,31
65579081,16,3,20170725170530,07,2487,2297,159,31
17091099,16,5,20170724164952,07,2487,2297,159,31
33797780,16,3,20170719122426,07,2487,2297,159,31
79993219,16,5,20170703123754,07,2487,2297,159,31
89713881,16,5,20170701002254,07,2487,2297,159,31
63371101,16,5,20170629133747,06,2487,2297,159,31
47354370,16,4,20170628144145,06,2487,2297,159,31
91583978,16,5,20170627165228,06,2487,2297,159,31
39687031,16,5,20170615190732,06,2487,2297,159,31
75119676,16,4,20170613200230,06,2487,2297,159,31
90155170,16,5,20170603140428,06,2487,2297,159,31
32003711,16,5,20170522133406,05,2487,2297,159,31
69554129,16,4,20170515232445,05,2487,2297,159,31
19513707,16,5,20170508161515,05,2487,2297,159,31
63154951,16,5,20170508090348,05,2487,2297,159,31
60392021,16,5,20170506083720,05,2487,2297,159,31
84027660,16,5,20170505165118,05,2487,2297,159,31
52299004,16,5,20170503165511,05,2487,2297,159,31
83297289,16,3,20170502122002,05,2487,2297,159,31
82874304,16,4,20170501163710,05,2487,2297,159,31
61358544,16,3,20170501050200,05,2487,2297,159,31
42905914,16,5,20170428112246,04,2487,2297,159,31
35217249,16,5,20170423113059,04,2487,2297,159,31
44933477,16,5,20170418092700,04,2487,2297,159,31
74365351,16,5,20170416185824,04,2487,2297,159,31
92361991,16,4,20170415213838,04,2487,2297,159,31
65400805,16,5,20170414001520,04,2487,2297,159,31
70147159,16,5,20170411124930,04,2487,2297,159,31
10200365,16,5,20170410101831,04,2487,2297,159,31
47045877,16,5,20170410011258,04,2487,2297,159,31
81909674,16,4,20170407225640,04,2487,2297,159,31
36672010,16,3,20170407143831,04,2487,2297,159,31
71832021,16,5,20170407094640,04,2487,2297,159,31
93537161,16,5,20170406081338,04,2487,2297,159,31
86197940,16,4,20170405095114,04,2487,2297,159,31
73957807,16,5,20170401210508,04,2487,2297,159,31
75701880,16,5,20170329213405,03,2487,2297,159,31
73869826,16,5,20170328204432,03,2487,2297,159,31
76748383,16,5,20170325181340,03,2487,2297,159,31
17187106,16,5,20170322123058,03,2487,2297,159,31
75295790,16,5,20170318092933,03,2487,2297,159,31
78401424,16,5,20170311145823,03,2487,2297,159,31
38227370,16,5,20170311095448,03,2487,2297,159,31
31579784,16,5,20170310093700,03,2487,2297,159,31
92959072,16,5,20170307235926,03,2487,2297,159,31
54166575,16,5,20170306160739,03,2487,2297,159,31
62497846,16,5,20170305174823,03,2487,2297,159,31
90168156,16,5,20170305102122,03,2487,2297,159,31
74617133,16,4,20170304172604,03,2487,2297,159,31
85849509,16,5,20170303094349,03,2487,2297,159,31
63390766,16,5,20170226104434,02,2487,2297,159,31
61053881,16,5,20170220115851,02,2487,2297,159,31
72134520,16,5,20170216180116,02,2487,2297,159,31
86780997,16,5,20170210143001,02,2487,2297,159,31
78319070,16,5,20170204160217,02,2487,2297,159,31
39353684,16,5,20170124184628,01,2487,2297,159,31
52240456,16,5,20170122192000,01,2487,2297,159,31
91496001,16,4,20170113223158,01,2487,2297,159,31
91496001,16,4,20170113222902,01,2487,2297,159,31
49708715,16,4,20170113001229,01,2487,2297,159,31
89834442,16,5,20170111204649,01,2487,2297,159,31
89464377,16,4,20170109234718,01,2487,2297,159,31
55695738,16,4,20170105184418,01,2487,2297,159,31
41897787,16,4,20170103162640,01,2487,2297,159,31
93909711,16,5,20170102234353,01,2487,2297,159,31
93890300,16,4,20161229200813,12,2487,2297,159,31
65720178,16,5,20161224225011,12,2487,2297,159,31
65720178,16,4,20161224223106,12,2487,2297,159,31
76023556,16,5,20161217212752,12,2487,2297,159,31
38045363,16,5,20161212214500,12,2487,2297,159,31
93570670,16,5,20161208202940,12,2487,2297,159,31
93478985,16,5,20161207115428,12,2487,2297,159,31
55046810,16,5,20161205164814,12,2487,2297,159,31
83182921,16,4,20161125212927,11,2487,2297,159,31
