66494937,16,4,20171116150218,3
95116540,16,5,20171115123046,3
69817007,16,4,20171114102325,3
91650916,16,5,20171105112536,3
67432719,16,5,20171028171035,3
88931219,16,5,20171020151316,3
73036945,16,5,20171017155652,3
93439332,16,5,20171014001228,3
48481611,16,5,20171012143826,3
46095553,16,5,20171008141537,3
64033980,16,5,20171006104606,3
76871471,16,3,20171003202339,3
645624,16,5,20171002211236,3
78256703,16,3,20170919130722,3
44376223,16,4,20170917053325,3
94252815,16,5,20170916204226,3
64061794,16,4,20170915163049,3
17347386,16,4,20170914180657,3
62054348,16,5,20170908154432,3
48815457,16,4,20170907205426,3
55012395,16,5,20170903215502,3
68126248,16,5,20170830023440,2
79013698,16,4,20170817201022,2
93368905,16,5,20170812200033,2
70822732,16,1,20170809163113,2
73543324,16,4,20170806081500,2
89074457,16,5,20170802232108,2
33493637,16,4,20170727214231,2
65579081,16,3,20170725170530,2
17091099,16,5,20170724164952,2
33797780,16,3,20170719122426,2
79993219,16,5,20170703123754,2
89713881,16,5,20170701002254,2
63371101,16,5,20170629133747,2
47354370,16,4,20170628144145,2
91583978,16,5,20170627165228,2
39687031,16,5,20170615190732,2
75119676,16,4,20170613200230,2
90155170,16,5,20170603140428,2
32003711,16,5,20170522133406,1
69554129,16,4,20170515232445,1
19513707,16,5,20170508161515,1
63154951,16,5,20170508090348,1
60392021,16,5,20170506083720,1
84027660,16,5,20170505165118,1
52299004,16,5,20170503165511,1
83297289,16,3,20170502122002,1
82874304,16,4,20170501163710,1
61358544,16,3,20170501050200,1
42905914,16,5,20170428112246,1
35217249,16,5,20170423113059,1
44933477,16,5,20170418092700,1
74365351,16,5,20170416185824,1
92361991,16,4,20170415213838,1
65400805,16,5,20170414001520,1
70147159,16,5,20170411124930,1
10200365,16,5,20170410101831,1
47045877,16,5,20170410011258,1
81909674,16,4,20170407225640,1
36672010,16,3,20170407143831,1
71832021,16,5,20170407094640,1
93537161,16,5,20170406081338,1
86197940,16,4,20170405095114,1
73957807,16,5,20170401210508,1
75701880,16,5,20170329213405,1
73869826,16,5,20170328204432,1
76748383,16,5,20170325181340,1
17187106,16,5,20170322123058,1
75295790,16,5,20170318092933,1
78401424,16,5,20170311145823,1
38227370,16,5,20170311095448,1
31579784,16,5,20170310093700,1
92959072,16,5,20170307235926,1
54166575,16,5,20170306160739,1
62497846,16,5,20170305174823,1
90168156,16,5,20170305102122,1
74617133,16,4,20170304172604,1
85849509,16,5,20170303094349,1
63390766,16,5,20170226104434,4
61053881,16,5,20170220115851,4
72134520,16,5,20170216180116,4
86780997,16,5,20170210143001,4
78319070,16,5,20170204160217,4
39353684,16,5,20170124184628,4
52240456,16,5,20170122192000,4
91496001,16,4,20170113223158,4
91496001,16,4,20170113222902,4
49708715,16,4,20170113001229,4
89834442,16,5,20170111204649,4
89464377,16,4,20170109234718,4
55695738,16,4,20170105184418,4
41897787,16,4,20170103162640,4
93909711,16,5,20170102234353,4
93890300,16,4,20161229200813,4
65720178,16,5,20161224225011,4
65720178,16,4,20161224223106,4
76023556,16,5,20161217212752,4
38045363,16,5,20161212214500,4
93570670,16,5,20161208202940,4
93478985,16,5,20161207115428,4
55046810,16,5,20161205164814,4
83182921,16,4,20161125212927,3
61147693,16,5,20171120222102,3
30420397,16,5,20171119205423,3
40933763,16,5,20171116223917,3
45083940,16,5,20171115224346,3
64128705,16,4,20171114144732,3
80771494,16,5,20171112192959,3
35139725,16,4,20171112000621,3
53797743,16,5,20171107222358,3
84660183,16,5,20171103104020,3
59060579,16,5,20171026153142,3
40036677,16,3,20171026140958,3
63943428,16,5,20171025160428,3
79586157,16,5,20171024201742,3
5194038,16,5,20171020140800,3
31771156,16,4,20171017223445,3
73863947,16,5,20171015083135,3
95039638,16,4,20171014171245,3
75713454,16,5,20171013213732,3
56952770,16,3,20171013212853,3
81540636,16,5,20171011160652,3
75773413,16,5,20171009161400,3
80610914,16,5,20171009154833,3
79115533,16,5,20171009094111,3
5478143,16,5,20171008211603,3
37376459,16,5,20171008164025,3
85725890,16,4,20171008122050,3
80654004,16,5,20171007223408,3
60578280,16,5,20171003181947,3
922244,16,4,20171003142146,3
44130404,16,5,20170930164346,3
45050623,16,4,20170922235307,3
94301410,16,5,20170922200812,3
144556,16,4,20170922144100,3
34223496,16,3,20170920205029,3
94084778,16,5,20170920174000,3
